date,url,headline,doc_type,material_type,section,keywords
2020-01-25,https://www.nytimes.com/2020/01/24/us/politics/impeachment-briefing-yovanovitch-pompeo-NPR.html,Impeachment Briefing: ‘Take Her Out’,article,News,,['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']
2020-01-25,https://www.nytimes.com/2020/01/24/sports/gracie-gold-figure-skating.html,Gracie Gold Skates to 12th Place and a Standing Ovation at U.S. Championships,article,News,,"['Figure Skating', 'Mental Health and Disorders']"
2020-01-25,https://www.nytimes.com/2020/01/25/todayspaper/quotation-of-the-day-dangerous-virus-mutes-chinas-happiest-day.html,Quotation of the Day: Dangerous Virus Mutes China’s ‘Happiest Day’,article,Quote,,[]
2020-01-25,https://www.nytimes.com/2020/01/25/pageoneplus/corrections-jan-25-2020.html,"Corrections: Jan. 25, 2020",article,Correction,,[]
2020-01-25,https://www.nytimes.com/2020/01/25/world/asia/china-coronavirus.html,Coronavirus Spurs China to Suspend Tours Abroad and Xi to Warn of a ‘Grave Situation’,article,News,,['Coronavirus (2019-nCoV)']
2020-01-25,https://www.nytimes.com/2020/01/25/us/politics/iowa-caucus-midwest-states.html,The Haves of Iowa and the Have-Nots Across the Border,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'United States Politics and Government']"
2020-01-25,https://www.nytimes.com/2020/01/25/arts/television/whats-on-tv-saturday-the-cave-and-a-new-sabrina-season.html,What’s on TV Saturday: ‘The Cave’ and a New ‘Sabrina’ Season,article,News,,"['Television', 'Movies']"
2020-01-25,https://www.nytimes.com/2020/01/25/world/americas/glenn-greenwald-brazil-bolsonaro-cybercrimes.html,Glenn Greenwald in Bolsonaro’s Brazil: ‘I Trigger a Lot of Their Primal Rage’,article,News,,"['News and News Media', 'Cyberwarfare and Defense', 'Politics and Government', 'Cellular Telephones', 'Freedom of the Press', 'Corruption (Institutional)']"
2020-01-25,https://www.nytimes.com/2020/01/25/books/review/stateways-garden-jasmon-drain.html,The Stories in This Chicago Housing Project Could Fill a Book,article,Review,,['Books and Literature']
2020-01-25,https://www.nytimes.com/2020/01/25/travel/6-items-to-stuff-in-your-ski-jacket-pockets.html,6 Items to Stuff in Your Ski Jacket Pockets,article,News,,"['Travel and Vacations', 'Skiing', 'Snowboarding', 'ALPINE SKIING']"
2020-01-25,https://www.nytimes.com/2020/01/25/us/politics/iowa-biden-sanders-clinton.html,"Sanders, Biden, Clinton? This Week in the 2020 Race",article,News,,"['Presidential Election of 2020', 'Polls and Public Opinion', 'Debates (Political)', 'Impeachment', 'United States Politics and Government']"
2020-01-25,https://www.nytimes.com/2020/01/25/us/politics/democratic-iowa-poll-sanders.html,"Sanders Seizes Lead in Volatile Iowa Race, Times Poll Finds",article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'Polls and Public Opinion', 'United States Politics and Government']"
2020-01-25,https://www.nytimes.com/2020/01/25/opinion/citizens-united-2020-spending.html,Legalized Bribery by Elites Is Here to Stay. Now What?,article,Op-Ed,,"['Campaign Finance', 'Citizens United v Federal Election Commission (Supreme Court Decision)', 'Presidential Election of 2020']"
2020-01-25,https://www.nytimes.com/2020/01/25/business/credit-score-fico-change.html,Your Credit Score May Soon Change. Here’s Why.,article,News,,"['Credit Scores', 'Personal Finances', 'Credit Cards']"
2020-01-25,https://www.nytimes.com/2020/01/25/style/bowen-yang-snl.html,Bowen Yang of ‘S.N.L.’ Is a Smash. And a Mensch.,article,News,,"['Comedy and Humor', 'Television', 'Chinese-Americans', 'Homosexuality and Bisexuality']"
2020-01-25,https://www.nytimes.com/2020/01/25/us/politics/impeachment-hearings.html,What to Watch For in Trump’s Impeachment Trial on Saturday,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Impeachment', 'United States Politics and Government']"
2020-01-25,https://www.nytimes.com/2020/01/25/sports/novak-djokovic-australian-open.html,"For Novak Djokovic, the Goal Is Still Titles, but ‘More Than That’",article,News,,"['Tennis', 'Australian Open (Tennis)']"
2020-01-25,https://www.nytimes.com/2020/01/25/reader-center/dating-apps-trump.html,‘There Are Too Many Minefields’: Readers on Swiping and Dating in the Trump Era,article,News,,"['Dating and Relationships', 'United States Politics and Government', 'Online Dating']"
2020-01-25,https://www.nytimes.com/2020/01/25/us/politics/trump-lawyers-defense-team-impeachment.html,Who Are Trump’s Impeachment Defense Lawyers?,article,News,,"['United States Politics and Government', 'Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Legal Profession']"
2020-01-25,https://www.nytimes.com/2020/01/25/world/asia/india-pakistan-border-ceremony.html,"At Border of 2 Nuclear-Armed Nations: Machine Guns, Anxiety and Dancing",article,News,,"['International Relations', 'Politics and Government', 'Defense and Military Forces', 'Nuclear Weapons']"
2020-01-25,https://www.nytimes.com/2020/01/25/world/europe/auschwitz-liberation-75th-anniversary.html,"75 Years After Auschwitz Liberation, Worry That ‘Never Again’ Is Not Assured",article,News,,"['Holocaust and the Nazi Era', 'World War II (1939-45)', 'Concentration Camps', 'War Crimes, Genocide and Crimes Against Humanity', 'Politics and Government', 'Jews and Judaism', 'United States International Relations', 'ANTI-SEMITISM']"
2020-01-25,https://www.nytimes.com/2020/01/25/fashion/weddings/invested-in-each-other-and-the-acela.html,"Invested in Each Other, and the Acela",article,News,,['Weddings and Engagements']
2020-01-25,https://www.nytimes.com/2020/01/25/fashion/weddings/an-israeli-adventure-and-obscure-movie-quotes.html,"An Israeli Adventure, and Obscure Movie Quotes",article,News,,['Weddings and Engagements']
2020-01-25,https://www.nytimes.com/2020/01/25/us/politics/joe-biden-cindy-axne-iowa.html,‘Good Not to Be In Washington’: Senators Return to Iowa for Burst of Campaigning,article,News,,"['Endorsements', 'Presidential Election of 2020', 'Midterm Elections (2018)', 'United States Politics and Government']"
2020-01-25,https://www.nytimes.com/2020/01/25/world/asia/indonesia-american-journalist-philip-jacobson.html,Indonesia Releases U.S. Journalist Detained Over Visa Issue,article,News,,"['Freedom of the Press', 'Human Rights and Human Rights Violations', 'News and News Media', 'Environment']"
2020-01-25,https://www.nytimes.com/2020/01/25/sports/soccer/rory-smith-africa-soccer.html,It’s Time to Ask What Africa Needs,article,News,,['Soccer']
2020-01-25,https://www.nytimes.com/2020/01/25/world/asia/girl-shot-dead-afghanistan.html,Girl and Her Father Are Killed by Afghan Forces,article,News,,"['Afghanistan War (2001- )', 'Civilian Casualties', 'Deaths (Fatalities)']"
2020-01-25,https://www.nytimes.com/2020/01/25/us/white-house-legal-team-will-begin-presenting-its-case.html,The White House legal team will begin presenting its case.,article,News,,[]
2020-01-25,https://www.nytimes.com/2020/01/25/theater/margo-lion-dead.html,"Margo Lion, Producer of ‘Hairspray’ and More, Dies at 75",article,Obituary (Obit),,"['Deaths (Obituaries)', 'Theater']"
2020-01-25,https://www.nytimes.com/2020/01/25/realestate/downsizing-tips-and-moving-to-the-city.html,Deciding When to Downsize and Move to the City,article,News,,['Real Estate and Housing (Residential)']
2020-01-25,https://www.nytimes.com/2020/01/25/arts/music/grammys-diary-of-a-song.html,See How 7 Grammy Artists Made Their Hits,article,News,,"['Grammy Awards', 'Pop and Rock Music', 'Rap and Hip-Hop']"
2020-01-25,https://www.nytimes.com/2020/01/25/us/politics/bolton-impeachment-executive-privilege.html,"Could Trump Muzzle John Bolton? The Limits of Executive Privilege, Explained",article,News,,"['United States Politics and Government', 'Executive Privilege, Doctrine of', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Subpoenas', 'Constitution (US)', 'Law and Legislation', 'Freedom of Speech and Expression', 'Suits and Litigation (Civil)']"
2020-01-25,https://www.nytimes.com/2020/01/25/opinion/sunday/trump-senate-impeachment-trial.html,Notorious D.J.T. on Trial,article,Op-Ed,,"['Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government']"
2020-01-25,https://www.nytimes.com/2020/01/25/admin/77-vegetarian-comfort-food-recipes.html,77 Vegetarian Comfort Food Recipes,article,News,,[]
2020-01-25,https://www.nytimes.com/2020/01/25/arts/dance/staatsballett-berlin.html,Staatsballett Berlin Leaders to Leave Prematurely,article,News,,"['Dancing', 'Appointments and Executive Changes']"
2020-01-25,https://www.nytimes.com/2020/01/25/opinion/international-world/ending-systemic-racism-is-the-revolution-cuba-needs.html,Ending Systemic Racism Is the Revolution Cuba Needs,article,Op-Ed,,['Race and Ethnicity']
2020-01-25,https://www.nytimes.com/2020/01/25/us/politics/tom-steyer-millions-south-carolina.html,Tom Steyer Spends Millions in South Carolina. Black Voters Reap the Benefit.,article,News,,"['Presidential Election of 2020', 'Black People', 'Blacks', 'Primaries and Caucuses', 'Political Advertising', 'Online Advertising']"
2020-01-25,https://www.nytimes.com/2020/01/25/sports/tennis/australian-open-upsets.html,Round of Upsets at Australian Open as 6 of Top 10 Women’s Seeds Lose,article,News,,"['Tennis', 'Australian Open (Tennis)']"
2020-01-25,https://www.nytimes.com/2020/01/25/us/iran-students-deported-border.html,‘Demeaned and Humiliated’: What Happened to These Iranians at U.S. Airports,article,News,,"['Foreign Students (in US)', 'Colleges and Universities', 'Immigration and Emigration', 'Immigration Detention', 'AIRPORTS', 'Visas', 'United States International Relations']"
2020-01-25,https://www.nytimes.com/2020/01/25/world/middleeast/iraq-protests-Sadr.html,Iraq Police Crack Down on Protests as Influential Cleric Withdraws Support,article,News,,"['Demonstrations, Protests and Riots']"
2020-01-25,https://www.nytimes.com/2020/01/25/crosswords/variety-split-decisions.html,Variety: Split Decisions,article,News,,['Crossword Puzzles']
2020-01-25,https://www.nytimes.com/2020/01/25/opinion/letters/working-class-families.html,Working-Class Families in Despair,article,Letter,,"['Drug Abuse and Traffic', 'Alcohol Abuse', 'Mental Health and Disorders']"
2020-01-25,https://www.nytimes.com/2020/01/25/us/race-related-you-killed-my-brother.html,Race/Related: ‘You Killed My Brother’,article,News,,"['Police Brutality, Misconduct and Shootings', 'Black People', 'Blacks']"
2020-01-25,https://www.nytimes.com/2020/01/25/us/politics/trump-impeachment-hearings-saturday.html,Trump Impeachment: Highlights of Saturday’s Trial,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Impeachment', 'United States Politics and Government', 'Ethics and Official Misconduct']"
2020-01-25,https://www.nytimes.com/2020/01/25/world/asia/china-markets-coronavirus-sars.html,China’s Omnivorous Markets Are in the Eye of a Lethal Outbreak Once Again,article,News,,"['Coronavirus (2019-nCoV)', 'Livestock', 'Livestock Diseases', 'Politics and Government', 'Epidemics', 'SARS (Severe Acute Respiratory Syndrome)']"
2020-01-25,https://www.nytimes.com/2020/01/25/us/politics/lamar-alexander-witnesses-impeachment.html,"Lamar Alexander, Set to Leave Office, Is G.O.P. Wild Card on Witnesses",article,News,,"['Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government']"
2020-01-25,https://www.nytimes.com/2020/01/25/movies/to-all-the-boys-ps-i-still-love-you-noah-centineo-lana-candor.html,P.S.: Fans Still Love ‘To All the Boys’,article,News,,"['Movies', 'Asian-Americans']"
2020-01-25,https://www.nytimes.com/2020/01/25/world/middleeast/israel-gantz-peace-plan.html,"Gantz to Meet Trump on Peace Plan, but Alone, Not With Netanyahu",article,News,,[]
2020-01-25,https://www.nytimes.com/2020/01/25/us/politics/trump-impeachment-defense.html,"Trump Team, Opening Defense, Accuses Democrats of Plot to Subvert Election",article,News,,"['Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government']"
2020-01-25,https://www.nytimes.com/2020/01/25/arts/nancy-drew-hardy-boys-comic.html,"Nancy Drew Is Dead! Don't Worry, the Hardy Boys Are on the Case",article,News,,"['Books and Literature', 'Comic Books and Strips', 'Writing and Writers']"
2020-01-25,https://www.nytimes.com/2020/01/25/opinion/sunday/obama-trump-senate-trial.html,What if It Were Obama on Trial?,article,Op-Ed,,"['Impeachment', 'Presidential Election of 2020', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government']"
2020-01-25,https://www.nytimes.com/2020/01/25/opinion/sunday/trump-impeachment-defense.html,Trump’s Best Defense,article,Op-Ed,,"['Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government', 'Presidents and Presidency (US)']"
2020-01-25,https://www.nytimes.com/2020/01/25/opinion/sunday/trump-impeachment-election-2020.html,"Of All Trump’s Defenses, This Is the Lamest",article,Op-Ed,,"['Impeachment', 'Presidential Election of 2020', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Constitution (US)', 'United States Politics and Government']"
2020-01-25,https://www.nytimes.com/2020/01/25/opinion/sunday/angola-corrupt.html,Can Western Firms Stop Profiting From Poor Nations’ Corruption?,article,Editorial,,"['Corruption (Institutional)', 'Panama Papers', 'ACCOUNTING AND ACCOUNTANTS', 'Tax Shelters', 'Money Laundering', 'Embezzlement', 'Tax Evasion']"
2020-01-25,https://www.nytimes.com/2020/01/25/arts/music/grammys-controversy.html,Can the Grammys Be Trusted?,article,News,,"['Grammy Awards', 'Pop and Rock Music', 'Rap and Hip-Hop', 'Ethics and Official Misconduct']"
2020-01-25,https://www.nytimes.com/2020/01/25/opinion/sunday/electoral-college-supreme-court.html,Why Do We Have an Electoral College Again?,article,Op-Ed,,"['Electoral College', 'Constitution (US)', 'Primaries and Caucuses']"
2020-01-25,https://www.nytimes.com/2020/01/25/us/politics/trumps-food-stamp-cuts.html,Cities Prepare for the Worst as Trump’s Food Stamp Cuts Near,article,News,,"['Food Stamps', 'Poverty', 'Unemployment', 'Labor and Jobs', 'Welfare (US)', 'Food Banks and Pantries', 'United States Politics and Government']"
2020-01-25,https://www.nytimes.com/2020/01/25/opinion/sunday/australia-fires-climate-change.html,How Does a Nation Adapt to Its Own Murder?,article,Review,,"['Greenhouse Gas Emissions', 'Politics and Government', 'Coal', 'Wildfires', 'Indigenous Australians', 'Mines and Mining', 'Carbon Dioxide', 'Fires and Firefighters', 'United Nations Framework Convention on Climate Change', 'Global Warming', 'Alternative and Renewable Energy']"
2020-01-25,https://www.nytimes.com/2020/01/25/business/clayton-christensen-dead.html,"Clayton Christensen, Guru of ‘Disruptive Innovation,’ Dies at 67",article,Obituary (Obit),,"['Deaths (Obituaries)', 'Business Schools', 'Writing and Writers', 'Books and Literature', 'Computers and the Internet']"
2020-01-25,https://www.nytimes.com/2020/01/25/world/asia/coronavirus-crisis-china-response.html,"Coronavirus Exposes Core Flaws, and Few Strengths, in China’s Governance",article,News,,"['Coronavirus (2019-nCoV)', 'Politics and Government', 'SARS (Severe Acute Respiratory Syndrome)', 'Epidemics', 'Regulation and Deregulation of Industry']"
2020-01-25,https://www.nytimes.com/2020/01/25/world/asia/china-wuhan-coronavirus.html,Effects of Coronavirus Begin Echoing Far From Wuhan Epicenter,article,News,,"['Coronavirus (2019-nCoV)', 'Lunar New Year', 'Travel and Vacations', 'Politics and Government', 'Travel Warnings', 'Epidemics']"
2020-01-25,https://www.nytimes.com/2020/01/25/arts/american-dirt-jeanine-cummins.html,"As ‘American Dirt’ Racks Up Sales, Its Author Becomes the Story",article,News,,"['Books and Literature', 'Race and Ethnicity', 'Immigration and Emigration', 'Hispanic-Americans', 'Writing and Writers']"
2020-01-25,https://www.nytimes.com/2020/01/25/opinion/senate-impeachment-trial.html,Day 5 of Trump’s Trial: The Defense Opens,article,Op-Ed,,"['Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States Politics and Government']"
2020-01-25,https://www.nytimes.com/2020/01/25/crosswords/daily-puzzle-2020-01-26.html,Food Engineering,article,News,,['Crossword Puzzles']
2020-01-25,https://www.nytimes.com/video/us/politics/100000006942121/trump-calls-for-ambassadors-firing-in-recording.html,Trump Calls for Ambassador’s Firing in Recording,multimedia,Video,,"['United States International Relations', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Politics and Government', 'United States Politics and Government', 'Diplomatic Service, Embassies and Consulates']"
2020-01-25,https://www.nytimes.com/2020/01/25/us/politics/trump-ukraine-donors.html,Tape Made Public of Trump Discussing Ukraine With Donors,article,News,,"['Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government', 'Presidential Election of 2020', 'United States International Relations', 'Diplomatic Service, Embassies and Consulates', 'Audio Recordings, Downloads and Streaming', 'Russian Interference in 2016 US Elections and Ties to Trump Associates']"
2020-01-25,https://www.nytimes.com/2020/01/25/us/politics/impeachment-briefing-working-on-the-weekend.html,Impeachment Briefing: Working on the Weekend,article,News,,['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']
2020-01-25,https://www.nytimes.com/2020/01/25/us/politics/pompeo-mary-louise-kelly.html,"Pompeo Denounces News Media, Undermining U.S. Message on Press Freedom",article,News,,"['News and News Media', 'United States International Relations', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']"
2020-01-26,https://www.nytimes.com/2020/01/25/us/politics/elizabeth-warren-des-moines-register-endorsement.html,Des Moines Register Endorses Elizabeth Warren as Iowa Caucuses Approach,article,News,,"['Primaries and Caucuses', 'Presidential Election of 2020', 'Endorsements']"
2020-01-26,https://www.nytimes.com/video/us/politics/100000006942199/full-recording-trumps-2018-dinner-with-donors.html,Full Recording: Trump’s 2018 Dinner With Donors,multimedia,Video,,"['Campaign Finance', 'United States Politics and Government', 'Steel and Iron', 'International Trade and World Market', 'Border Barriers', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']"
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/tom-steyer-20-questions.html,20 Questions With Tom Steyer,multimedia,Interactive Feature,,[]
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/diplomacy-20-questions.html,2020 Democrats on Their World Image,multimedia,Interactive Feature,,"['Presidential Election of 2020', 'United States International Relations']"
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/campaign-highlights-20-questions.html,2020 Democrats on Their Memorable Moments,multimedia,Interactive Feature,,['Presidential Election of 2020']
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/vice-president-20-questions.html,2020 Democrats on Their Vice President Picks,multimedia,Interactive Feature,,"['Presidential Election of 2020', 'Vice Presidents and Vice Presidency (US)']"
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/trump-debate-20-questions.html,2020 Democrats on Debating Trump,multimedia,Interactive Feature,,['Presidential Election of 2020']
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/us-economy-20-questions.html,2020 Democrats on Their Economic Priorities,multimedia,Interactive Feature,,"['Presidential Election of 2020', 'United States Economy']"
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/success-failure-20-questions.html,2020 Democrats on Judging Their Own Success as President,multimedia,Interactive Feature,,['Presidential Election of 2020']
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/republicans-20-questions.html,2020 Democrats on Working With Republicans,multimedia,Interactive Feature,,['Presidential Election of 2020']
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/barack-obama-20-questions.html,2020 Democrats on Obama,multimedia,Interactive Feature,,[]
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/foreign-leader-20-questions.html,2020 Democrats on Foreign Leaders,multimedia,Interactive Feature,,"['Presidential Election of 2020', 'United States International Relations']"
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/us-allies-saudi-arabia-20-questions.html,2020 Democrats on Saudi Arabia,multimedia,Interactive Feature,,"['Presidential Election of 2020', 'United States International Relations']"
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/hong-kong-protests-20-questions.html,2020 Democrats on Hong Kong,multimedia,Interactive Feature,,"['Presidential Election of 2020', 'Hong Kong Protests (2019)']"
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/racism-in-america-20-questions.html,2020 Democrats on Racism,multimedia,Interactive Feature,,"['Presidential Election of 2020', 'United States Politics and Government', 'Discrimination', 'Race and Ethnicity']"
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/carbon-emissions-20-questions.html,2020 Democrats on Climate Change,multimedia,Interactive Feature,,"['Presidential Election of 2020', 'Greenhouse Gas Emissions', 'Carbon Dioxide', 'Global Warming']"
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/vaping-ban-20-questions.html,2020 Democrats on Vaping,multimedia,Interactive Feature,,"['Presidential Election of 2020', 'E-Cigarettes']"
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/nepotism-corruption-20-questions.html,2020 Democrats on Ethical Standards,multimedia,Interactive Feature,,"['Presidential Election of 2020', 'Ethics and Official Misconduct', 'Conflicts of Interest', 'Nepotism']"
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/trump-investigation-20-questions.html,2020 Democrats on Investigating Trump,multimedia,Interactive Feature,,"['Presidential Election of 2020', 'United States Politics and Government', 'Ethics and Official Misconduct']"
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/books-20-questions.html,2020 Democrats on Books,multimedia,Interactive Feature,,"['Presidential Election of 2020', 'Books and Literature']"
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/celebrity-crush-20-questions.html,2020 Democrats on Celebrity Crushes,multimedia,Interactive Feature,,"['Presidential Election of 2020', 'Celebrities']"
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/18-year-old-self-20-questions.html,2020 Democrats on Their 18-Year-Old Self,multimedia,Interactive Feature,,['Presidential Election of 2020']
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/michael-r-bloomberg-20-questions.html,20 Questions With Michael R. Bloomberg,multimedia,Interactive Feature,,[]
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/pete-buttigieg-20-questions.html,20 Questions With Pete Buttigieg,multimedia,Interactive Feature,,[]
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/amy-klobuchar-20-questions.html,20 Questions With Amy Klobuchar,multimedia,Interactive Feature,,[]
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/elizabeth-warren-20-questions.html,20 Questions With Elizabeth Warren,multimedia,Interactive Feature,,[]
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/andrew-yang-20-questions.html,20 Questions With Andrew Yang,multimedia,Interactive Feature,,[]
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/democratic-candidates-20-questions.html,20 (More) Questions With Democrats,multimedia,Interactive Feature,,['Presidential Election of 2020']
2020-01-26,https://www.nytimes.com/interactive/2020/us/politics/bad-habits-20-questions.html,2020 Democrats on Bad Habits,multimedia,Interactive Feature,,['Presidential Election of 2020']
2020-01-26,https://www.nytimes.com/2020/01/25/us/politics/elizabeth-warren-ashley-judd-2020.html,Ashley Judd Wants the Next Women’s March to Be a ‘Victory March’,article,News,,"['Presidential Election of 2020', 'Women and Girls', '#MeToo Movement']"
2020-01-26,https://www.nytimes.com/2020/01/25/movies/russell-simmons-documentary-controversy.html,Russell Simmons Documentary Premieres Amid Controversy,article,News,,"['Documentary Films and Programs', 'Sex Crimes', '#MeToo Movement', 'Sexual Harassment', 'Rap and Hip-Hop', 'Sundance Film Festival (Park City, Utah)']"
2020-01-26,https://www.nytimes.com/2020/01/25/world/asia/north-korea-kim-jong-un-aunt.html,North Korean Leader’s Aunt Re-emerges After Husband’s Execution,article,News,,"['Politics and Government', 'United States International Relations']"
2020-01-26,https://www.nytimes.com/2020/01/26/todayspaper/quotation-of-the-day-75-years-after-the-liberation-of-auschwitz-a-fear-that-never-again-is-not-assured.html,"Quotation of the Day: 75 Years After the Liberation of Auschwitz, a Fear That ‘Never Again’ Is Not Assured",article,Quote,,[]
2020-01-26,https://www.nytimes.com/2020/01/26/world/china-coronavirus.html,"More U.S. Coronavirus Cases Emerge, as China’s Death Toll Rises",article,News,,"['Coronavirus (2019-nCoV)', 'Medicine and Health', 'Deaths (Fatalities)', 'Politics and Government', 'Travel and Vacations', 'Lunar New Year', 'Epidemics', 'Viruses', 'AIRLIFTS']"
2020-01-26,https://www.nytimes.com/2020/01/26/fashion/weddings/alexandra-quitko-adam-baranski.html,"Alexandra Quitko, Adam Baranski",article,News,,['Weddings and Engagements']
2020-01-26,https://www.nytimes.com/2020/01/26/fashion/weddings/kaitlyn-stuck-jacob-gordon.html,"Kaitlyn Stuck, Jacob Gordon",article,News,,['Weddings and Engagements']
2020-01-26,https://www.nytimes.com/2020/01/26/fashion/weddings/hilary-ledwell-joshua-revesz.html,"Hilary Ledwell, Joshua Revesz",article,News,,['Weddings and Engagements']
2020-01-26,https://www.nytimes.com/2020/01/26/pageoneplus/corrections-jan-26-2020.html,"Corrections: Jan. 26, 2020",article,News,,[]
2020-01-26,https://www.nytimes.com/2020/01/26/arts/television/whats-on-tv-sunday-the-l-word-generation-q-and-the-grammys.html,What’s on TV Sunday: ‘The L Word: Generation Q’ and the Grammys,article,News,,"['Television', 'Movies']"
2020-01-26,https://www.nytimes.com/2020/01/26/movies/dga-award-sam-mendes-1917.html,"Directors Guild Picks Sam Mendes, Handing ‘1917’ Another Big Win",article,News,,"['Movies', 'Academy Awards (Oscars)']"
2020-01-26,https://www.nytimes.com/2020/01/26/world/europe/france-ghost-trials-isis.html,France Judges Dead Jihadists but Refuses to Repatriate the Living,article,News,,"['Terrorism', 'Politics and Government', 'Extradition']"
2020-01-26,https://www.nytimes.com/2020/01/26/sports/basketball/wnba-collective-bargaining-agreement.html,How the W.N.B.A. Deal Got Done,article,News,,['Basketball']
2020-01-26,https://www.nytimes.com/2020/01/26/nyregion/metropolitan-diary.html,"‘We Had Already Missed the Stop He Mentioned, but I Said Nothing.’",article,News,,[]
2020-01-26,https://www.nytimes.com/2020/01/26/sports/olympics/japan-skateboarding-tokyo-olympics.html,The Stories Their Skateboards Could Tell,article,News,,"['Skateboarding', 'Olympic Games (2020)']"
2020-01-26,https://www.nytimes.com/2020/01/26/world/middleeast/iran-plane-crash-coverup.html,Anatomy of a Lie: How Iran Covered Up the Downing of an Airliner,article,News,,"['Ukraine International Airlines Flight 752', 'Defense and Military Forces', 'Politics and Government', 'Aviation Accidents, Safety and Disasters', 'Missiles and Missile Defense Systems']"
2020-01-26,https://www.nytimes.com/2020/01/26/arts/television/saturday-night-live.html,‘Saturday Night Live’ Spoofs Trump’s Impeachment Trial,article,News,,['Television']
2020-01-26,https://www.nytimes.com/2020/01/26/world/asia/26california-coronavirus.html,"California Confirms Coronavirus Patient, Marking Third U.S. Case",article,News,,['Coronavirus (2019-nCoV)']
2020-01-26,https://www.nytimes.com/2020/01/26/world/asia/kashmir-internet-shutdown-india.html,India Restores Some Internet Access in Kashmir After Long Shutdown,article,News,,"['Censorship', 'Computers and the Internet', 'Wireless Communications']"
2020-01-26,https://www.nytimes.com/video/world/americas/100000006933977/20-questions-with-2020-democrats.html,20 Questions With 2020 Democrats,multimedia,Video,,"['Elections', 'Presidential Election of 2020']"
2020-01-26,https://www.nytimes.com/2020/01/26/us/politics/presidential-candidates-20-questions.html,5 Things We Learned Interviewing 2020 Democrats (Again),article,News,,['Presidential Election of 2020']
2020-01-26,https://www.nytimes.com/2020/01/26/realestate/homes-that-sold-for-around-1-million.html,Homes That Sold for Around $1 Million,article,News,,['Real Estate and Housing (Residential)']
2020-01-26,https://www.nytimes.com/2020/01/26/world/europe/harry-meghan-charles-duchy-of-cornwall.html,Harry and Meghan’s Big Funding Source Is Private. Sort of.,article,News,,"['Royal Families', 'Real Estate and Housing (Residential)', 'Finances']"
2020-01-26,https://www.nytimes.com/2020/01/26/nyregion/examining-how-police-bullets-shattered-a-brooklyn-family-twice.html,Examining How Police Bullets Shattered a Brooklyn Family. Twice.,article,News,,"['Police Brutality, Misconduct and Shootings', 'Black People', 'Blacks', 'Racial Profiling', 'Search and Seizure']"
