,date,url,headline,articles,doc_type,material_type,section,keywords
3912,2021-05-28,https://www.nytimes.com/2021/05/28/podcasts/memento-mori-nun-maya-moore-cheryl-white-narrated-articles.html,"A Nun’s Reminder of Mortality, a Hard-Won Love Story and America’s First Black Female Jockey: The Week in Narrated Articles","Five articles from around The Times, narrated just for you.",article,News,,[]
3913,2021-05-28,https://www.nytimes.com/2021/05/28/nyregion/nyc-primary-register-to-vote.html,Final Day to Register to Vote in N.Y.C. Primary Elections,How can you sign up? Want to vote early? Here are a few things to know about  the June 22 contest.,article,briefing,,"['Elections, Mayors', 'Voter Registration and Requirements', 'Elections, City Councils', 'Elections, District Attorneys', 'Primaries and Caucuses']"
3914,2021-05-28,https://www.nytimes.com/2021/05/28/us/california-vaccine-lottery.html,California will give away $116.5 million to vaccinated residents.,The state became the latest to offer big prizes in an effort to motivate people to receive a coronavirus vaccination.,article,News,,"['internal-essential', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Motivation and Incentive Programs']"
3915,2021-05-28,https://www.nytimes.com/2021/05/28/world/europe/berlin-sir-henry-volksbuhne.html,He Came to Berlin to Change the World. Then the World Changed Berlin.,The Volksbühne theater’s longtime musical director Sir Henry arrived amid a post-Cold War artistic flowering in the city. The musician bemoans what followed.,article,News,,"['Content Type: Personal Profile', 'Theater', 'Classical Music']"
3916,2021-05-28,https://www.nytimes.com/2021/05/28/podcasts/the-daily/day-x-part-1-shadow-army.html,"Day X, Part 1: Shadow Army?",A German military officer is arrested with a loaded gun and turns out to be part of a nationwide network of far-right extremists.,article,News,,['Fringe Groups and Movements']
3917,2021-05-28,https://www.nytimes.com/2021/05/28/us/politics/kamala-harris-commencement-speech-naval-academy.html,"At Naval Academy Graduation, Harris Focuses on Strengthening a ‘Fragile’ World","Vice President Kamala Harris, the school’s first female commencement speaker, used her speech to address some of the Biden administration’s most urgent challenges.",article,News,,"['Commencement Speeches', 'United States Defense and Military Forces', 'United States Politics and Government', 'Women and Girls', 'Black People', 'Blacks']"
3918,2021-05-28,https://www.nytimes.com/slideshow/2021/05/28/realestate/a-park-slope-mansion-for-30-million.html,A Park Slope Mansion for $30 Million,A palatial house has a long history in the neighborhood.,multimedia,Slideshow,,[]
3919,2021-05-28,https://www.nytimes.com/2021/05/28/realestate/historic-brooklyn-mansion-sale.html,A Historic Brooklyn Mansion Goes on the Market for $30 Million,"The 1901 building, which faces Prospect Park, has been owned by the Brooklyn Society for Ethical Culture for 74 years and could set a borough record.",article,News,,"['Historic Buildings and Sites', 'Real Estate and Housing (Residential)', 'Real Estate (Commercial)']"
3920,2021-05-28,https://www.nytimes.com/2021/05/28/world/asia/india-covid-vaccine-pfizer.html,India is in talks to obtain 50 million doses of the Pfizer vaccine.,"The supplies would deliver a boost to the country’s slowing inoculation campaign, but officials are still considering the drug company’s demands for indemnity.",article,News,,"['internal-essential', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization']"
3921,2021-05-28,https://www.nytimes.com/2021/05/28/world/asia/tokyo-olympics-covid-japan.html,Japan extends a state of emergency until one month before the Olympics.,"With infections still high, restrictions in nine prefectures will remain in place until at least June 20, casting more doubt on the start of the Summer Games in Tokyo.",article,News,,"['internal-essential', 'Olympic Games', 'Coronavirus (2019-nCoV)']"
3922,2021-05-28,https://www.nytimes.com/2021/05/28/briefing/us-highways-destruction-sugar-hill.html,Fixing What Highways Destroyed,Some cities are trying.,article,briefing,,[]
3923,2021-05-28,https://www.nytimes.com/2021/05/28/us/idaho-mandate.html,Idaho’s governor repeals the lieutenant governor’s ban on mask mandates.,"Lt. Gov. Janice McGeachin had signed an executive order while Gov. Brad Little, her political rival, was away at a conference.",article,News,,"['internal-essential', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Masks', 'Politics and Government']"
3924,2021-05-28,https://www.nytimes.com/2021/05/28/style/danielle-lavey-drew-feldman-wedding.html,A Perfect Match Written In the Stars,Danielle Lavey and Drew Feldman met in April 2020 through a Facebook group for Jewish singles. A few months later an astrologer in Israel confirmed their compatibility.,article,News,,['Weddings and Engagements']
3925,2021-05-28,https://www.nytimes.com/2021/05/28/fashion/weddings/when-a-two-week-stay-becomes-a-permanent-move.html,When a Two-Week Stay Becomes a Permanent Move,"Madeline Hollander and Samuel Parker, who met four years ago, forged a close relationship while quarantined at his home in Los Angeles.",article,News,,['Weddings and Engagements']
3926,2021-05-28,https://www.nytimes.com/2021/05/28/world/europe/in-spain-with-the-virus-easing-a-debate-continues-over-access-to-testing.html,"In Spain, with the virus easing, a debate continues over access to testing.",,article,News,,['internal-essential']
3927,2021-05-28,https://www.nytimes.com/2021/05/28/opinion/bill-melinda-gates-divorce.html,Scenes From a Mogul’s Marriage or: The Troubling Fourth Act of Bill Gates,The collapse of the world’s most philanthropic marriage makes us take a hard look at the image the couple tried to project. ,article,Op-Ed,,"['Divorce, Separations and Annulments', 'Philanthropy']"
3928,2021-05-28,https://www.nytimes.com/2021/05/28/business/jd-logistics-the-delivery-arm-of-the-chinese-e-commerce-giant-gains-in-its-ipo.html,"JD Logistics, the delivery arm of the Chinese e-commerce giant, gains in its I.P.O.","The listing raised more than $3.1 billion, showing an appetite for offerings by Chinese internet firms even as the tech industry faces heightened scrutiny from Beijing.",article,News,,"['Initial Public Offerings', 'Stocks and Bonds', 'Delivery Services']"
3929,2021-05-28,https://www.nytimes.com/2021/05/28/business/dealbook/exxon-mobil-engine-no-1.html,Inside Exxon’s Board Fight,Key moments in the oil giant’s battle with an activist investor.,article,News,,"['Boards of Directors', 'Bitcoin (Currency)', 'Federal Budget (US)']"
3930,2021-05-28,https://www.nytimes.com/2021/05/28/sports/basketball/lakers-suns-anthony-davis.html,Anthony Davis and the Lakers Are Back on Their Feet,"In Los Angeles, a star absorbs a few blows as he delivers shot after shot, leading the Lakers past the Suns.",article,News,,"['Basketball', 'Playoff Games']"
3931,2021-05-28,https://www.nytimes.com/2021/05/28/realestate/decluttering-for-a-renovation.html,Decluttering for a Renovation,"Before the contractor can get started on demolishing my kitchen, I have to clear out the things I don’t need. But everyone needs a melon scooper, right?",article,News,,"['Real Estate and Housing (Residential)', 'Home Repairs and Improvements', 'Orderliness and Clutter', 'Quarantine (Life and Culture)', 'Content Type: Service']"
3932,2021-05-28,https://www.nytimes.com/2021/05/28/arts/music/hollywood-bowl-reopens-covid.html,"The Hollywood Bowl Is Now on Plan C: Filling All 18,000 Seats","With regulations changing by the week, the Bowl went from planning a modest reopening for sparse crowds to weighing vaccine requirements to planning to return at full capacity.",article,News,,"['Classical Music', 'Coronavirus Reopenings']"
3933,2021-05-28,https://www.nytimes.com/2021/05/28/business/friends-reunion-china.html,"‘Friends’ Reunion Is Censored in China, Cutting BTS and Lady Gaga","Cameos by Justin Bieber, Lady Gaga and the K-pop group BTS mysteriously disappeared from the special when it aired on Chinese streaming sites. Online, fans suspected censorship.",article,News,,"['K-Pop', 'Pop and Rock Music', 'Millennial Generation', 'Television', 'Music', 'Social Media']"
3934,2021-05-28,https://www.nytimes.com/2021/05/28/world/europe/a-vaccine-mandate-unleashed-a-mob-in-a-small-polish-town.html,A vaccine mandate unleashed a mob in a small Polish town.,,article,News,,['internal-essential']
3935,2021-05-28,https://www.nytimes.com/2021/05/28/business/amc-stock-today.html,AMC shares whipsaw as retail investors swarm.,"Retail traders piling into AMC aim, in part, to force losses on hedge funds that have bet against it.",article,News,,"['Inflation (Economics)', 'Stocks and Bonds']"
3936,2021-05-28,https://www.nytimes.com/2021/05/28/business/inflation-consumer-prices.html,"Prices jumped 3.6 percent in April, the fastest pace in 13 years.",The Federal Reserve’s preferred price gauge is rising briskly at time when inflation dominates political and economic discussions.,article,News,,"['Inflation (Economics)', 'Consumer Price Index', 'Prices (Fares, Fees and Rates)']"
3937,2021-05-28,https://www.nytimes.com/2021/05/28/us/migrant-children-legal-rights.html,How Do You Teach 6-Year-Olds Their Legal Rights?,Friday: Immigration lawyers and groups have been visiting emergency shelters to help educate children who crossed the border without a parent.,article,briefing,,"['Illegal Immigration', 'Immigration and Emigration']"
3938,2021-05-28,https://www.nytimes.com/2021/05/28/your-money/company-ethical-practices.html,How to Tell if a Company’s Claim of Ethical Practices Is True,A lawsuit against an egg company that says its products “value animals” raises the question: What criteria can investors and consumers use?,article,News,,"['Corporate Social Responsibility', 'Content Type: Service', 'Agriculture and Farming', 'Advertising and Marketing']"
3939,2021-05-28,https://www.nytimes.com/2021/05/28/your-money/student-loans-interest-rates.html,Interest Rates on Federal Student Loans Will Rise in July,"Despite the uptick, one financial aid expert says rates “are still very low.” The new rates for undergraduate loans for next school year are expected to go up nearly a percentage point.",article,News,,"['Student Loans', 'Financial Aid (Education)', 'Colleges and Universities', 'Interest Rates', 'Personal Finances', 'Coronavirus (2019-nCoV)', 'Content Type: Service']"
3940,2021-05-28,https://www.nytimes.com/2021/05/28/arts/photographers-find-cinematic-moments-in-real-life.html,Film or Real Life?,"Sometimes a place is more than just a place; it can be a scene. Even the blankest backdrops, like a parking lot or a sun-baked freeway, can shimmer with cinematic potential. Four photographers showed us the movie moments that they found all over.",article,News,,"['Photography', 'Movies']"
3941,2021-05-28,https://www.nytimes.com/2021/05/28/nyregion/lgbtq-pride-parade-reclaim-heritage.html,Pride Said Gay Cops Aren’t Welcome. Then Came the Backlash.,"Just as L.G.B.T.Q. visibility reached a new peak, splinter groups are re-examining the annual parade. Is Pride too corporate? Should police officers be allowed to march? Is it a revolution, or is it a party?",article,News,,"['Homosexuality and Bisexuality', 'Transgender and Transsexuals', 'Parades', 'Boards of Directors', 'Police Brutality, Misconduct and Shootings', 'Police Reform', 'Black People', 'Blacks', 'Demonstrations, Protests and Riots', 'Discrimination', 'Race and Ethnicity', 'Black Lives Matter Movement']"
3942,2021-05-28,https://www.nytimes.com/2021/05/28/business/energy-environment/exxon-engine-board.html,How Exxon Lost a Board Battle With a Small Hedge Fund,The oil giant’s unexpected boardroom defeat by an activist investor hinged on a few key moments.,article,News,,"['Boards of Directors', 'Shareholder Rights and Activism', 'Oil (Petroleum) and Gasoline', 'Stocks and Bonds']"
3943,2021-05-28,https://www.nytimes.com/video/movies/100000007785948/cruella-scene.html,‘Cruella’ | Anatomy of a Scene,The director Craig Gillespie narrates a sequence from his film featuring Emma Stone and Emma Thompson.,multimedia,Video,,['Movies']
3944,2021-05-28,https://www.nytimes.com/2021/05/28/arts/music/bachelor-doomin-sun-review.html,"The Indie-Rock Duo Bachelor Finds Comfort, but Not Escape, in the ’90s","The songwriters behind Jay Som and Palehound bring out each other’s best ideas in an alliance that glances back at bands like Belly, the Breeders and Liz Phair.",article,Review,,"['Pop and Rock Music', 'Content Type: Personal Profile']"
3945,2021-05-28,https://www.nytimes.com/2021/05/28/arts/music/wigmore-hall-london-reopen.html,A Beloved London Concert Hall Grows Bold as It Turns 120,Smart choices in the pandemic mean that the Wigmore Hall is reopening in a more confident position than many other British venues.,article,News,,"['Classical Music', 'Coronavirus Reopenings', 'Quarantine (Life and Culture)', 'Coronavirus (2019-nCoV)']"
3946,2021-05-28,https://www.nytimes.com/2021/05/28/movies/cruella-clip.html,Watch Emma Stone Become ‘Cruella’,"The director Craig Gillespie discusses the formation of the title character in a scene from his film, which also features Emma Thompson.",article,News,,['Movies']
3947,2021-05-28,https://www.nytimes.com/2021/05/28/us/biden-housing-budget.html,The federal housing agency plans to help Black homeowners as part of its racial justice agenda.,"The pilot program would pay for increased down payments from recipients of Federal Housing Administration loans, giving borrowers instant ownership equity.",article,News,,"['Federal Budget (US)', 'Real Estate and Housing (Residential)', 'Discrimination', 'Zoning']"
3948,2021-05-28,https://www.nytimes.com/2021/05/28/business/boeing-787-dreamliner-delay.html,Boeing puts off 787 deliveries again to provide more information to the F.A.A.,The latest disruption comes as the troubled aerospace manufacturer seeks to overcome delays and concerns about several of its planes.,article,News,,"['AIRLINES AND AIRPLANES', 'Boeing 737 Max Groundings and Safety Concerns (2019)', 'Regulation and Deregulation of Industry']"
3949,2021-05-28,https://www.nytimes.com/2021/05/28/special-series/errol-morris-what-we-believe-about-beliefs.html,Errol Morris: What We Believe About Beliefs,What you think you know is probably wrong — and that’s putting it nicely.,article,News,,['Philosophy']
3950,2021-05-28,https://www.nytimes.com/2021/05/28/arts/podcasts-anxiety-covid.html,7 Podcasts to Soothe Your Back-to-Normal Anxiety,"These shows will help you to navigate whatever complex feelings you’re having about the world reopening, and ease you back into society at your own pace.",article,News,,"['Anxiety and Stress', 'Coronavirus (2019-nCoV)', 'Podcasts', 'Quarantine (Life and Culture)', 'Content Type: Service']"
3951,2021-05-28,https://www.nytimes.com/2021/05/28/movies/natalie-morales-plan-b-language-lessons.html,Natalie Morales Makes Her Directing Debut. Twice.,"With “Plan B” and “Language Lessons,” the actress is finally getting to start a career behind the camera, a goal one talent agency couldn’t understand.",article,News,,"['Actors and Actresses', 'Movies', 'Content Type: Personal Profile']"
3952,2021-05-28,https://www.nytimes.com/2021/05/28/what-is-a-summit.html,What Is a Summit?,"Only 44 people are said to have reached the summit of all 14 of the world’s highest mountains. Now, researchers are questioning whether any of them have really done it.",audiocontainer,News,,"['Mountaineering', 'Records and Achievements', 'Research', 'Mountains']"
3953,2021-05-28,https://www.nytimes.com/2021/05/28/dining/what-to-cook-this-weekend.html,What to Cook This Weekend,"Before you go all-in on grilling and picnicking, try slow-cooker shrimp in purgatory or cilantro chutney chicken.",article,News,,"['Cooking and Cookbooks', 'Content Type: Service']"
3954,2021-05-28,https://www.nytimes.com/2021/05/28/learning/reader-idea-submission-form.html,Great Ideas From Our Readers,Tell us how you’ve used The Times to teach. We love to publish ideas from our readers.,article,News,,[]
3955,2021-05-28,https://www.nytimes.com/2021/05/28/sports/soccer/champions-league-final-ilkay-gundogan.html,Revisiting Ilkay Gundogan,The Manchester City midfielder is a rare player in the Champions League final: one with experience in the game. He wants to know what it feels like to win.,article,News,,"['UEFA Champions League (Soccer)', 'Soccer']"
3956,2021-05-28,https://www.nytimes.com/2021/05/28/arts/music/playlist-dmx-jay-z-nas-dababy.html,"DMX’s Posthumous All-Star Track, and 9 More New Songs","Hear tracks by Griff, Kidd G, Masayoshi Fujita and others.",article,News,,"['Pop and Rock Music', 'Rhythm and Blues (Music)', 'Rap and Hip-Hop', 'Jazz', 'Country Music']"
3957,2021-05-28,https://www.nytimes.com/2021/05/28/movies/horror-movies-streaming.html,Five New Horror Movies to Stream Now,"From haunted houses to killer dolls, these frightful offerings will keep you entertained, or up all night.",article,News,,[]
3958,2021-05-28,https://www.nytimes.com/2021/05/28/sports/high-school-basketball-shot-tracking-technology.html,The Newest Player on the High School Basketball Court: High Tech,Sensors that track the movement of athletes and the basketball were recently used at a high school championship tournament for the first time.,article,News,,"['Basketball', 'Interscholastic Athletics', 'Draft and Recruitment (Sports)', 'Sensors']"
3959,2021-05-28,https://www.nytimes.com/2021/05/28/arts/music/william-grant-still-opera-st-louis.html,A Black Composer’s Intense Opera Gets a Rare Staging,"William Grant Still’s one-act “Highway 1, U.S.A.” runs in St. Louis through June 17.",article,News,,"['Opera', 'Black People', 'Blacks']"
3960,2021-05-28,https://www.nytimes.com/2021/05/28/us/politics/freedmen-citizenship.html,Tribes to Confront Bias Against Descendants of Enslaved People,The Choctaw Nation and the Muscogee (Creek) Nation in Oklahoma said they would consider granting citizenship to the Freedmen.,article,News,,"['Native Americans', 'Black People', 'Blacks', 'Discrimination', 'Slavery (Historical)']"
3961,2021-05-28,https://www.nytimes.com/2021/05/28/nyregion/-gateway-tunnel-biden-support.html,"At Long Last, a New Rail Tunnel Under the Hudson River Can Be Built","After four years of stalling by the Trump administration, officials in Washington approved the $11.6 billion project for federal funding.",article,News,,"['Hudson River Tunnels Project', 'Bridges and Tunnels', 'Infrastructure (Public Works)', 'American Jobs Plan (2021)', 'Railroads', 'United States Politics and Government']"
3962,2021-05-28,https://www.nytimes.com/2021/05/28/arts/design/alex-hay-peter-freeman-review.html,"Alex Hay, Comeback Painter","In the first survey of an artist who took a 30-year hiatus from the art world, his special brand of realism remains strong even as it becomes more abstract.",article,Review,,"['Art', 'Content Type: Personal Profile']"
3963,2021-05-28,https://www.nytimes.com/interactive/2021/05/28/arts/television/best-of-late-night.html,The Best of Late Night This Week 🌙,"Jimmy Kimmel and Ted Cruz rekindled an old feud, and the late-night hosts riffed on Donald Trump, vaccine reluctance and Brian Kemp's blunder.",multimedia,Interactive Feature,,['Television']
3964,2021-05-28,https://www.nytimes.com/2021/05/28/opinion/us-dollars-currency.html,Krugman Wonks Out: The Greenback Rules. So What?,The irrelevance of dollar dominance. ,article,News,,"['Currency', 'US Dollar (Currency)', 'Bitcoin (Currency)', 'Money Laundering']"
3965,2021-05-28,https://www.nytimes.com/2021/05/28/dining/cottage-cheese-and-noodles-lokshen-mit-kaese.html,"Move Over, Ricotta. This Pasta Gets Its Creaminess From Cottage Cheese.","A summery riff on a childhood favorite, this one-bowl dish with currants, tomatoes and mint is sweet, savory and very quick.",article,News,,"['Cooking and Cookbooks', 'Cheese', 'Noodles', 'Jews and Judaism', 'Content Type: Service']"
3966,2021-05-28,https://www.nytimes.com/2021/05/28/books/review/super-fly-jonathan-balcombe.html,There Is So Much You Don’t Know About Being a Fly,"In “Super Fly” Jonathan Balcombe explores the world of the most annoying creature, moving beyond the buzz and drone.",article,Review,,"['Books and Literature', 'Flies', 'Insects']"
3967,2021-05-28,https://www.nytimes.com/2021/05/28/world/europe/spain-stamps-racism.html,Spain Issued ‘Equality Stamps’ in Skin Tones. The Darker Ones Were Worth Less.,"The campaign, marking the anniversary of George Floyd’s murder, aimed to oppose “an unfair and painful reality that should not exist.” To many, it only made things worse.",article,News,,"['Black People', 'Blacks', 'Stamps (Postal)', 'Discrimination']"
3968,2021-05-28,https://www.nytimes.com/2021/05/28/business/retirement-social-security-covid.html,Social Security Is Rethinking How It Runs Customer Service After Covid,"The pandemic abruptly closed the agency’s 1,200 offices, and officials are considering how to move forward. One issue: Without the offices, fewer low-income seniors sought benefits.",article,News,,"['Shutdowns (Institutional)', 'Coronavirus Reopenings', 'Social Security (US)', 'Coronavirus (2019-nCoV)', 'Health Insurance and Managed Care', 'Content Type: Service', 'Elderly', 'Medicare', 'Retirement', 'Consumer Protection']"
3969,2021-05-28,https://www.nytimes.com/2021/05/28/arts/television/1971-year-music-changed-everything.html,Was 1971 the Year ‘Music Changed Everything’?,How would 1974 feel about that? Or 1965? A new eight-part documentary on Apple TV+ is the latest salvo in the record geek’s eternal debate.,article,News,,"['Television', 'Pop and Rock Music', 'Documentary Films and Programs']"
3970,2021-05-28,https://www.nytimes.com/2021/05/28/us/politics/capitol-riot-commission.html,Democrats failed to get enough votes for an independent inquiry into the Jan. 6 riot.,"The vote was a stinging defeat for proponents of the commission, who had argued that it was the only way to assemble a truly comprehensive account of the riot for a polarized nation.",article,News,,"['United States Politics and Government', 'Storming of the US Capitol (Jan, 2021)', 'Demonstrations, Protests and Riots']"
3971,2021-05-28,https://www.nytimes.com/2021/05/28/arts/rusty-warren-dead.html,"Rusty Warren, Brash Comic in a Strait-Laced Time, Dies at 91","In the 1950s and ’60s, Ms. Warren made sex the central subject of her nightclub routines, and of popular comedy albums like “Knockers Up!”",article,Obituary (Obit),,"['Deaths (Obituaries)', 'Comedy and Humor', 'Music', 'Women and Girls']"
3972,2021-05-28,https://www.nytimes.com/2021/05/28/books/a-history-of-the-book-review-through-its-fonts.html,A History of the Book Review Through Its Fonts,"On the 125th anniversary of the Book Review, we look back at some of our earliest flourishes, curlicues, flowers and scrolls.",article,News,,[]
3973,2021-05-28,https://www.nytimes.com/2021/05/28/upshot/president-biden-6-trillion-budget-plan.html,One Thing Missing From the Biden Budget: Booming Growth,"For all the administration’s focus on transformational policies, it’s not forecasting an outburst of economic potential.",article,News,,"['Federal Budget (US)', 'United States Economy', 'United States Politics and Government', 'Inflation (Economics)', 'Gross Domestic Product', 'Unemployment']"
3974,2021-05-28,https://www.nytimes.com/2021/05/28/dining/shrimp-skewers-ice-cream.html,"A Grilled Shrimp Feast, Best Enjoyed Outdoors","Skewers brightened by red pepper sauce, a crisp salad and homemade ice cream: This simple, elegant menu from David Tanis is ready for summer.",article,News,,"['Cooking and Cookbooks', 'Seafood', 'Content Type: Service', 'Salads', 'Grilling (Cooking)']"
3975,2021-05-28,https://www.nytimes.com/video/us/politics/100000007787568/kamala-harris-naval-academy-commencement.html,Harris Delivers Naval Academy Commencement Speech,Vice President Kamala Harris became the first female commencement speaker in the United States Naval Academy’s nearly 175-year history on Friday. Her speech focused on the challenges and opportunities of the modern era.,multimedia,Video,,"['Commencement Speeches', 'Women and Girls', 'Vice Presidents and Vice Presidency (US)', 'United States Politics and Government']"
3976,2021-05-28,https://www.nytimes.com/2021/05/28/us/lake-tahoe-earthquake.html,Small Earthquakes Rattle Lake Tahoe Area,"Damage was minimal, but seismologists are concerned that a recent series of quakes could trigger a big one, spawning a 30-foot tsunami in the lake.",article,News,,['Earthquakes']
3977,2021-05-28,https://www.nytimes.com/2021/05/28/technology/facebook-superspreaders-misinformation.html,Facebook Takes on Superspreaders,Internet companies are making it harder for those with big followings to spread misinformation. Finally!,article,News,,"['Computers and the Internet', 'Social Media', 'Rumors and Misinformation', 'Storming of the US Capitol (Jan, 2021)', 'Coronavirus (2019-nCoV)']"
3978,2021-05-28,https://www.nytimes.com/2021/05/28/arts/music/mustafa-when-smoke-rises.html,"Mustafa, a Folk Hero for a Weary Generation","The 24-year-old Canadian musician memorializes friends lost to violence on his debut EP, “When Smoke Rises.”",article,News,,"['Content Type: Personal Profile', 'Folk Music']"
3979,2021-05-28,https://www.nytimes.com/2021/05/28/business/media/trump-fox-news.html,Fox News Intensifies Its Pro-Trump Politics as Dissenters Depart,"Donna Brazile, a Democratic analyst, has left the Murdoch-owned network as some hosts and journalists who questioned Donald Trump have exited or been sidelined.",article,News,,"['Television', 'News and News Media', 'Presidential Election of 2020', 'Ratings (Audience Measurement)', 'United States Politics and Government']"
3980,2021-05-28,https://www.nytimes.com/interactive/2021/05/28/briefing/the-weekender.html,The Weekender,The “talking” dog of TikTok. A 70-year-old cold case in Australia. An interview with Emma Stone. The future of Caribbean tourism. And more.,multimedia,Interactive Feature,,[]
3981,2021-05-28,https://www.nytimes.com/2021/05/28/dining/a-brilliant-burger-and-other-inspired-recipes.html,A Brilliant Burger and Other Inspired Recipes,Kay Chun’s sweet-savory Korean barbecue-based cheeseburgers are as brilliant as they are delicious.,article,News,,"['Cooking and Cookbooks', 'Content Type: Service']"
3982,2021-05-28,https://www.nytimes.com/2021/05/28/business/biden-plan.html,"Biden’s $6 Trillion Budget Aims for Path to Middle Class, Financed by the Rich","The president’s budget envisions a redistribution of wealth that will allow more Americans to enjoy prosperity, buoyed by investments in education, infrastructure and climate-related initiatives.",article,News,,"['Federal Budget (US)', 'National Debt (US)', 'Federal Taxes (US)', 'Income Tax', 'Corporate Taxes', 'United States Economy', 'United States Politics and Government']"
3983,2021-05-28,https://www.nytimes.com/2021/05/28/us/politics/trillion-budget-plan-joe-biden.html,A Look at What’s Inside Biden’s $6 Trillion Budget Request,"President Biden’s funding request to Congress lays out his economic ambitions, with proposals for significant new spending in areas like infrastructure, education and the environment.",article,News,,"['Federal Budget (US)', 'American Jobs Plan (2021)', 'American Families Plan (2021)', 'United States Politics and Government']"
3984,2021-05-28,https://www.nytimes.com/2021/05/28/technology/nyc-uber-lyft-the-drivers-cooperative.html,A Worker-Owned Cooperative Tries to Compete With Uber and Lyft,"About 2,500 drivers in New York are organizing to create what they say is a better deal for drivers than what the ride-hailing giants offer.",article,News,,"['Car Services and Livery Cabs', 'Freelancing, Self-Employment and Independent Contracting', 'Cooperatives', 'Coronavirus (2019-nCoV)']"
3985,2021-05-28,https://www.nytimes.com/2021/05/28/arts/music/alix-dobkin-dead.html,"Alix Dobkin, Who Sang Songs of Liberation, Dies at 80","She broke new ground in 1973 with her album “Lavender Jane Loves Women,” recorded and distributed by women for women, which sketched out a lesbian separatist utopia.",article,Obituary (Obit),,"['Deaths (Obituaries)', 'Folk Music', 'Homosexuality and Bisexuality', 'Pop and Rock Music', 'Festivals']"
3986,2021-05-28,https://www.nytimes.com/2021/05/28/us/politics/china-competitiveness-republicans.html,G.O.P. dissent delays passage of China competitiveness bill until June.,Some Republican senators argued they needed more time to review the bill. Others said its nearly $200 billion price tag was too high.,article,News,,"['United States Politics and Government', 'Conservatism (US Politics)']"
3987,2021-05-28,https://www.nytimes.com/2021/05/28/health/tobacco-smoking-poor-americans.html,"Poor Americans More Likely to Have Respiratory Problems, Study Finds","Despite improvements in air quality and other advances, low-income Americans more often have asthma, lung disease and related illnesses.",article,News,,"['your-feed-science', 'Income Inequality', 'Smoking and Tobacco', 'Poverty', 'Income', 'Lungs', 'Race and Ethnicity', 'Asthma', 'Chronic Obstructive Pulmonary Disease']"
3988,2021-05-28,https://www.nytimes.com/2021/05/28/theater/touching-the-void-review.html,‘Touching the Void’ Review: Choices That Shape a Life on the Edge,"This Bristol Old Vic production, based on the harrowing story of the British mountaineer Joe Simpson, tracks the spiral of decisions behind human exploits.",article,Review,,['Theater']
3989,2021-05-28,https://www.nytimes.com/2021/05/28/us/politics/giuliani-fbi-home-search.html,A judge orders the appointment of a ‘special master’ to review devices the F.B.I. seized from Giuliani.,"The review would decide if prosecutors, who are investigating whether Mr. Giuliani broke lobbying laws, can access material from devices the F.B.I. found in a search of his home.",article,News,,"['Presidential Election of 2020', 'Search and Seizure', 'Lobbying and Lobbyists']"
3990,2021-05-28,https://www.nytimes.com/2021/05/28/world/canada/kamloops-mass-grave-residential-schools.html,‘Horrible History’: Mass Grave of Indigenous Children Reported in Canada,"An Indigenous community says it has found evidence that 215 children were buried on the grounds of a British Columbia school, one of the many in Canada set up to forcibly assimilate them.",article,News,,"['Indigenous People', 'Child Abuse and Neglect', 'Private and Sectarian Schools', 'Deaths (Fatalities)', 'Discrimination']"
3991,2021-05-28,https://www.nytimes.com/2021/05/28/travel/memorial-day-travel.html,Traveling This Memorial Day Weekend? Pack Patience.,"As Americans hit the road for the holiday, they may find things crowded, more expensive and with less staff to keep things running smoothly.",article,News,,"['Travel and Vacations', 'Memorial Day', 'Quarantine (Life and Culture)', 'Automobiles', 'Shortages', 'Road Trips', 'Hotels and Travel Lodgings', 'Taxicabs and Taxicab Drivers', 'Camps and Camping', 'Car Services and Livery Cabs', 'National Parks, Monuments and Seashores']"
3992,2021-05-28,https://www.nytimes.com/2021/05/28/style/love-letter-newsletter-her-late-mothers-love.html,Love Letter: Her Late Mother’s Love,And: They found love in the dessert.,article,News,,"['Death and Dying', 'Marriages', 'Love (Emotion)', 'Dating and Relationships']"
3993,2021-05-28,https://www.nytimes.com/2021/05/28/books/review/podcast-plot-jean-hanff-korelitz-america-on-fire-elizabeth-hinton.html,A Desperate Writer Steals ‘The Plot’,"Jean Hanff Korelitz discusses her new novel, and Elizabeth Hinton talks about “America on Fire.”",article,News,,['Books and Literature']
3994,2021-05-28,https://www.nytimes.com/2021/05/28/world/covid-vaccine-kids.html,The European Union’s drug regulator approved the Pfizer vaccine for children 12 to 15 years old.,The United States began vaccinating children in that age group earlier this month.,article,News,,"['internal-essential', 'Vaccination and Immunization', 'Drugs (Pharmaceuticals)']"
3995,2021-05-28,https://www.nytimes.com/2021/05/28/opinion/alzheimer-treatment-FDA-aducanumab.html,People Want an Alzheimer’s Drug. This Isn’t the One.,An F.D.A. sign-off for aducanumab would make finding a good treatment harder.,article,Op-Ed,,"[""Alzheimer's Disease"", 'Clinical Trials', 'Drugs (Pharmaceuticals)', 'Brain', 'Placebos']"
