,date,url,headline,articles,doc_type,material_type,section,keywords,label
3769,2021-05-27,arts,The Game Winner for Disney+? Slapping Down the Sports Clichés.,ever bad news bear family sport story follow predictable pattern current series succeed break,article,News,,['Television'],arts
3770,2021-05-27,technology,The Future Is Velvet Ropes,digital world nightclub get hard access risk miss new idea,article,News,,"['Computers and the Internet', 'Android (Operating System)']",technology
3771,2021-05-27,us,Meet the Ohio vaccine lottery’s $1 million winner: A 22-year-old who ‘thought it was a prank.’,abbigail bugenske win first prize ohio new vaccine lottery year old boy also win full ride scholarship college,article,News,,"['internal-essential', 'Vaccination and Immunization', 'Coronavirus (2019-nCoV)']",us
3772,2021-05-27,business,Movies can go right to streaming and still be eligible for the Oscars.,ease rule second year row academy motion picture art science say movie industry still impact pandemic,article,News,,"['Movies', 'Academy Awards (Oscars)', 'Video Recordings, Downloads and Streaming']",business
3773,2021-05-27,arts,‘Friends: The Reunion’: 5 Things We Learned,think nothing know show cast reunion special premier thursday hbo max reveal thing,article,News,,['Television'],arts
3774,2021-05-27,us,What matters today.,day time editor hand pick audio story homescreen think audio a1,audiocontainer,News,,[],us
3775,2021-05-27,us,Top-tier narration.,listen longform journalism time read narrated article incredible publication,audiocontainer,News,,[],us
3776,2021-05-27,health,"Scientists Don’t Want to Ignore the ‘Lab Leak’ Theory, Despite No New Evidence",many scientist welcome president biden call rigorous investigation virus lab wuhan china say called lab leak theory still unlikely,article,News,,"['Coronavirus (2019-nCoV)', 'Research', 'United States Politics and Government', 'Laboratories and Scientific Equipment', 'Wildlife Trade and Poaching', 'your-feed-science']",health
3777,2021-05-27,us,Incredible shows.,access original nyt production american life full archive hit show team serial,audiocontainer,News,,[],us
3778,2021-05-27,us,Stay in the know.,turn notification get alert publish daily audio edition always change later setting,audiocontainer,News,,[],us
3779,2021-05-27,insider,A Protest Moment I’ll Never Forget,last year time reporter country cover demonstration george floyd death reflect sight interaction stay,article,News,,"['George Floyd Protests (2020)', 'Black Lives Matter Movement', 'Demonstrations, Protests and Riots']",insider
3780,2021-05-27,special-series,Kristin Kobes Du Mez: What We Believe About History,american evangelicals craft historical narrative many decade truth deeply disruptive,article,News,,"['Evangelical Movement', 'Discrimination']",special-series
3781,2021-05-27,world,"In Congo, Masses Flee One of the World’s Most Dangerous Volcanoes",day deadly eruption mount nyiragongo democratic republic congo threat eruption force evacuation much city goma,article,News,,"['Volcanoes', 'Earthquakes', 'Evacuations and Evacuees']",world
3782,2021-05-27,movies,‘Swimming Out Till the Sea Turns Blue’ Review: China Through Writers’ Eyes,jia zhangke documentary illuminate vast complicated history series intimate conversation,article,Review,,"['Documentary Films and Programs', 'Politics and Government', 'Writing and Writers']",movies
3783,2021-05-27,arts,DanceAfrica Turns Its (Virtual) Gaze to Haiti,festival feature film show light empowerment vodou tradition danced communication communion ancestor spirit,article,News,,"['Haitian-Americans', 'Voodoo', 'Dancing', 'DanceAfrica (Dance Festival)']",arts
3784,2021-05-27,business,G.M. will restart several plants idled by the global chip shortage.,production resume factory north america michigan canada mexico g share jump news,article,News,,"['Automobiles', 'Shutdowns (Institutional)', 'Factories and Manufacturing', 'Shortages']",business
3785,2021-05-27,world,"Russia Rejects Some Flight Plans, as Belarus Grows More Isolated",sky eastern europe become geopolitical checkerboard swiss email provider push back belarus claim emailed bomb threat,article,News,,"['AIRLINES AND AIRPLANES', 'Politics and Government', 'Political Prisoners', 'Hijacking', 'International Relations']",world
3786,2021-05-27,opinion,‘Democracy Is Truly in Crisis’,reader decry republican effort view voter suppression also allocate vaccine teach child race,article,Letter,,"['United States Politics and Government', 'Voting and Voters', 'Vaccination and Immunization', 'Rationing and Allocation of Resources', 'Coronavirus (2019-nCoV)']",opinion
3787,2021-05-27,arts,Mike Faist Isn’t Sure About This Whole Acting Thing,tell hate act love much say ahead debut amazon series panic come soon major role steven spielberg west side story go ohio,article,News,,"['Actors and Actresses', 'Content Type: Personal Profile', 'Television', 'Movies', 'Theater']",arts
3788,2021-05-27,dining,Chenin Blanc From Three Places,underrated white grape flourish loire valley place,article,News,,['Wines'],dining
3789,2021-05-27,dining,"Txakolina, a Simple Pleasure With a Deep Sense of Place",slightly effervescent wine spanish basque country epitomize globalization local wine 21st century,article,News,,['Wines'],dining
3790,2021-05-27,dining,Restaurant Openings and Moves Across the Hamptons,newcomer update long lived spot southampton montauk,article,News,,['Cooking and Cookbooks'],dining
3791,2021-05-27,movies,"‘Her Man’: A Relic of a Bygone Hollywood, Now Restored",stream mildly racy romance arrive censorious production code really set film apart incredible tracking shot,article,News,,['Movies'],movies
3792,2021-05-27,arts,What’s in Our Queue? ‘Shadow and Bone’ and More,art director art leisure thing watch reading listen lately,multimedia,Interactive Feature,,[],arts
3793,2021-05-27,sports,Novak Djokovic and Ashleigh Barty Are Top Seeds at the French Open,djokovic roger federer rafael nadal heavy favorite win time paris top half draw naomi osaka seed serena williams,article,News,,['Tennis'],sports
3794,2021-05-27,business,"Walter Kissinger, Businessman and Brother of Henry, Dies at 96",walter shed bavarian accent henry notably ask lose walter tell interviewer kissinger listen,article,Obituary (Obit),,"['Deaths (Obituaries)', 'United States International Relations', 'United States Politics and Government', 'Holocaust and the Nazi Era']",business
3795,2021-05-27,100000007786055,Ohio Announces Winners of Vaccination Lottery,gov mike dewine ohio announce winner state lottery winner full college scholarship wednesday ohioan enter win additional drawing take place come,multimedia,Video,,"['Lotteries', 'Scholarships and Fellowships', 'Vaccination and Immunization', 'Coronavirus (2019-nCoV)']",100000007786055
3796,2021-05-27,obituaries,"Overlooked No More: Si-lan Chen, Whose Dances Encompassed Worlds",dancer choreographer seek represent broad range ethnic group audience often sexualize exoticized focus mixed race,article,Obituary (Obit),,"['Biographical Information', 'Dancing', 'Politics and Government', 'Culture (Arts)', 'Race and Ethnicity']",obituaries
3797,2021-05-27,nyregion,N.Y.C. Lawmakers Take Dramatic Step to Stem Homelessness,city council vote overwhelmingly increase housing subsidy hope make thousand apartment affordable people homeless facing eviction,article,News,,"['Renting and Leasing (Real Estate)', 'Public and Subsidized Housing', 'Homeless Persons', 'Evictions']",nyregion
3798,2021-05-27,world,"Tasmanian Devils Born in Australia for First Time in 3,000 Years",tasmanian devil bear australian mainland first time almost year wipe,multimedia,Video,,"['Tasmanian Devils', 'Endangered and Extinct Species']",world
3799,2021-05-27,opinion,Alvin Bragg for Manhattan D.A.,career crime fighter keep public safe return overly punitive practice past,article,Editorial,,"['Endorsements', 'United States Politics and Government', 'Elections, District Attorneys']",opinion
3800,2021-05-27,opinion,There Is a Solution to the Israeli-Palestinian Conflict,state solution remain viable option,article,Op-Ed,,"['Palestinians', 'Peace Process', 'Jews and Judaism', 'War and Armed Conflicts']",opinion
3801,2021-05-27,arts,MoMA Built a House. Then It Disappeared. Now It’s Found.,museum exhibit gregory modernist creation nestle croton hudson n,article,News,,"['Art', 'ARCHITECTURE']",arts
3802,2021-05-27,smarter-living,5 Games to Play Instead of Animal Crossing,less know game similar appeal,multimedia,Interactive Feature,,['Computer and Video Games'],smarter-living
3803,2021-05-27,theater,"A Writer’s One-Act Plays Debut, Continuing Her Resurrection",stag kathleen collins rich psychological portrait black woman theatrical group aim enlighten heal inspire,article,News,,"['Black People', 'Blacks', 'Writing and Writers', 'Women and Girls', 'Race and Ethnicity', 'Theater']",theater
3804,2021-05-27,briefing,Your Friday Briefing,twitter vs modi government,article,briefing,,[],briefing
3805,2021-05-27,books,10 New Books We Recommend This Week,suggest reading critic editor new york time,article,List,,['Books and Literature'],books
3806,2021-05-27,t-magazine,The Benefits of Ordering Dinner From Instagram,restaurant struggle last year many chef survive sell food directly customer age old practice shape future hospitality,article,News,,"['Quarantine (Life and Culture)', 'Restaurants', 'Chefs', 'Food Trucks and Vendors', 'Cooking and Cookbooks', 'Bakeries and Baked Products']",t-magazine
3807,2021-05-27,us,"Kay Tobin Lahusen, Gay Rights Activist and Photographer, Dies at 91",partner barbara gittings front line long stonewall lahusen photograph protest movement early day,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Homosexuality and Bisexuality', 'Civil Rights and Liberties', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'Photography', 'Demonstrations, Protests and Riots']",us
3808,2021-05-27,science,You Can Buy a Piece of a Nobel Prize-Winning Discovery,berkeley auction nfts invention disclosure form file creator crispr cancer immunotherapy,article,News,,"['Nobel Prizes', 'Nonfungible Tokens (NFTs)', 'Inventions and Patents', 'Cryptography, Codes and Ciphers', 'Art', 'Immunotherapy', 'Crispr (DNA)', 'Auctions', 'Research', 'your-feed-science']",science
3809,2021-05-27,business,Gap Sees Its Post-Pandemic Future Outside of Malls,retailer first quarter sale jump percent year earlier e commerce continue grow,article,News,,"['Shopping and Retail', 'Quarantine (Life and Culture)', 'Fashion and Apparel', 'Company Reports']",business
3810,2021-05-27,business,"Biden’s Budget Sees Low Inflation, Rising Debt and Slow Economic Growth",proposal shed new light president biden economic agenda underscore administration belief country fiscal situation manageable,article,News,,"['Federal Budget (US)', 'Taxation', 'Inflation (Economics)', 'Gross Domestic Product', 'American Rescue Plan (2021)', 'United States Economy', 'United States Politics and Government']",business
3811,2021-05-27,video,"Videos Show the Violent, and Deadly, Ways Colombian Police Quell Protests",analysis visual evidence recent protest colombia show egregious indiscriminate use force officer civilian,article,News,,"['Police Brutality, Misconduct and Shootings', 'Demonstrations, Protests and Riots', 'Politics and Government', 'Video Recordings, Downloads and Streaming']",video
3812,2021-05-27,politics,Republicans Present $928 Billion Counteroffer to Biden on Infrastructure,plan total price tag come close president say consider include fraction new spending request compromise face long odds,article,News,,"['American Jobs Plan (2021)', 'Infrastructure (Public Works)', 'Federal Budget (US)', 'United States Politics and Government']",politics
3813,2021-05-27,politics,Paul Ryan Critiques Trump’s Grip on the Republican Party,speech former house speaker call republican party move forward donald trump image criticize former president name,article,News,,[],politics
3814,2021-05-27,world,A Pandemic Surge Threatens South America’s Premier Soccer Tournament,argentina weigh host copa américa due start mid june discussion mirror one japan hold olympics,article,News,,"['Soccer', 'Coronavirus (2019-nCoV)', 'Copa America (Soccer)']",world
3815,2021-05-27,arts,How Much Watching Time Do You Have This Weekend?,mare easttown end meerkat manor return everything season,article,News,,"['Television', 'Video Recordings, Downloads and Streaming']",arts
3816,2021-05-27,nyregion,"Harvey Schlossberg, Cop With a Ph.D. in Defusing a Crisis, Dies at 85",psychologist wear blue coach thousand new york city police officer hostage negotiation create model law enforcement,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Psychology and Psychologists', 'Kidnapping and Hostages', 'Police']",nyregion
3817,2021-05-27,arts,Leader of Americans for the Arts Retires After Workplace Complaints,robert l lynch longtime president chief executive pay leave december retire organization board announce,article,News,,"['Culture (Arts)', 'Appointments and Executive Changes', 'Workplace Hazards and Violations', 'Discrimination', 'Sexual Harassment', 'Race and Ethnicity']",arts
3818,2021-05-27,politics,Biden Pitches Infrastructure Plan During Ohio Visit,president biden travel cleveland thursday make case infrastructure plan call republican oppose spending congress tout constituent,multimedia,Video,,"['American Jobs Plan (2021)', 'United States Politics and Government']",politics
3819,2021-05-27,business,Rush Limbaugh’s time slot is being filled as competition for his fans heats up.,die february mr limbaugh audience listener,article,News,,"['Radio', 'Conservatism (US Politics)']",business
3820,2021-05-27,movies,‘Apocalypse ’45’ Review: Graphic Images of Wartime,candid testimony world war ii veteran accompany vivid archival footage immersive documentary showcases myth tell war,article,Review,,"['Documentary Films and Programs', 'World War II (1939-45)', 'United States Defense and Military Forces']",movies
3821,2021-05-27,us,‘He is the hero.’ A San Jose survivor says a call from one of the victims saved his life.,still people want help others say sukhvir singh receive warning shooting slain colleague,article,News,,"['San Jose, Calif, Shooting (2021)']",us
3822,2021-05-27,politics,"QAnon Now as Popular in U.S. as Some Major Religions, Poll Suggests",fifteen percent american believe patriot resort violence restore country rightful order poll indicate,article,News,,"['QAnon', 'Conspiracy Theories', 'Right-Wing Extremism and Alt-Right', 'Fringe Groups and Movements', 'United States Politics and Government', 'Storming of the US Capitol (Jan, 2021)', 'Polls and Public Opinion']",politics
3823,2021-05-27,briefing,"Budget, Virus Origins, Summer Reading: Your Thursday Evening Briefing",need know end day,article,briefing,,[],briefing
3824,2021-05-27,us,Coronavirus Briefing: What Happened Today,investigate lab leak theory,article,News,,[],us
3825,2021-05-27,sports,Brooks Koepka and Bryson DeChambeau Have a Beef. Or Do They?,pga tour star snip click clack dechambeau golf spike really set koepka last weekend suggestion settle thing,article,News,,['Golf'],sports
3826,2021-05-27,us,3 Tacoma Police Officers Charged in Killing of Black Man,prosecutor washington state say manuel elli plead breathe police officer punch squeeze neck press back place spit hood head,article,News,,"['Black People', 'Blacks', 'Police Brutality, Misconduct and Shootings', 'Murders, Attempted Murders and Homicides']",us
3827,2021-05-27,world,"Last Year, Manitoba Had Virus Under Control. Now It’s a Continental Hotspot.",coronavirus spread faster manitoba province state canada united state mexico premier resist new restriction,article,News,,"['Coronavirus (2019-nCoV)', 'Disease Rates']",world
3828,2021-05-27,us,Ronald Greene’s Mother Calls for Troopers to Be Charged in His Death,mona hardin mr greene mother say lack accountability son death louisiana state police custody inhumane,article,News,,"['Police Brutality, Misconduct and Shootings', 'Police', 'Civil Rights and Liberties']",us
3829,2021-05-27,politics,Senate Poised to Pass $195 Billion Bill to Bolster Competitiveness With China,legislation bipartisan support first major industrial policy effort decade,article,News,,"['Law and Legislation', 'United States Politics and Government', 'United States International Relations', 'International Trade and World Market', 'Research', 'Innovation', 'Factories and Manufacturing', 'Computer Chips']",politics
3830,2021-05-27,world,"Iraq Arrests Militia Leader, Inciting a Standoff With Iran-Backed Forces",arrest iranian back paramilitary leader killing government protester enrage powerful militia iraq pose test prime minister pledge rein,article,News,,"['Defense and Military Forces', 'Targeted Killings', 'Demonstrations, Protests and Riots', 'Shiite Muslims']",world
3831,2021-05-27,politics,U.S. Says It Will Not Rejoin Open Skies Treaty With Russia,year old agreement put place ensure russia united state monitor military movement,article,News,,"['Treaties', 'Defense and Military Forces', 'Nuclear Weapons', 'United States Defense and Military Forces', 'United States Politics and Government', 'United States International Relations']",politics
3832,2021-05-27,business,"Activists Crashed Exxon’s Board, but Forcing Change Will Be Hard",tension climate goal lift exxon mobil profit make difficult activist make progress,article,News,,"['Oil (Petroleum) and Gasoline', 'Alternative and Renewable Energy', 'Boards of Directors', 'Shareholder Rights and Activism', 'Carbon Capture and Sequestration', 'Carbon Caps and Emissions Trading Programs', 'Greenhouse Gas Emissions', 'Global Warming']",business
3833,2021-05-27,opinion,"The Economy Is Spinning Its Wheels, and About to Take Off",bad news byproduct extraordinary good news,article,Op-Ed,,"['Labor and Jobs', 'United States Economy', 'Coronavirus (2019-nCoV)', 'American Rescue Plan (2021)', 'Inflation (Economics)', 'Shortages']",opinion
3834,2021-05-27,opinion,The Return of Cuba’s Security State,today word idea commitment peaceful protest less powerful threat cuban state,article,Op-Ed,,"['Politics and Government', 'Demonstrations, Protests and Riots', 'Freedom of Speech and Expression', 'Hunger Strikes']",opinion
3835,2021-05-27,opinion,The Great Unmasking,covid good life possible,article,Op-Ed,,"['Commencement Speeches', 'Friendship', 'Coronavirus Reopenings', 'Social Conditions and Trends', 'Quarantine (Life and Culture)']",opinion
3836,2021-05-27,world,U.N. Rights Council Orders Inquiry Into Israel After Gaza Strife,act aftermath fighting gaza united nation panel geneva approve far range inquiry israel action,article,News,,"['Palestinians', 'Civilian Casualties', 'Human Rights and Human Rights Violations', 'War Crimes, Genocide and Crimes Against Humanity']",world
3837,2021-05-27,nyregion,Prosecutors Investigating Whether Ukrainians Meddled in 2020 Election,brooklyn federal inquiry examine former current ukrainian official try interfere election include funnel misleading information rudolph w giuliani,article,News,,"['Rumors and Misinformation', 'Presidential Election of 2020', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States International Relations', 'Foreign Agents Registration Act', 'Impeachment', 'Frauds and Swindling', 'United States Politics and Government']",nyregion
3838,2021-05-27,sports,Fielder’s Choice? Cubs Turn a Simple Grounder Into a Wild Run.,wily bit baserunning javier baez confound pittsburgh infield allow run score pirate touch first,article,News,,['Baseball'],sports
3839,2021-05-28,nyregion,Dianne Morales Tries to Calm a Sudden Crisis in Her Campaign,staff member quit fire others involve unionization drive terminate,article,News,,"['Elections, Mayors', 'Organized Labor']",nyregion
3840,2021-05-28,us,Coast Guard Search Fails to Locate 10 Cuban Migrants Lost at Sea,search size hawaii take place people rescue find dead mile southwest key west fla official say,article,News,,"['Maritime Accidents and Safety', 'Rescues', 'Boats and Boating']",us
3841,2021-05-28,politics,U.S. Is Said to Have Unexamined Intelligence to Pore Over on Virus Origins,intelligence official tell white house computer analysis shed light mystery,article,News,,"['Coronavirus (2019-nCoV)', 'Espionage and Intelligence Services', 'United States Politics and Government', 'Laboratories and Scientific Equipment']",politics
3842,2021-05-28,us,"San Jose Gunman Detested Workplace Long Before Rampage, Police Say",gunman maintenance worker transit agency silicon valley kill colleague year federal official uncover notebook complaint,article,News,,"['San Jose, Calif, Shooting (2021)', 'Mass Shootings']",us
3843,2021-05-28,100000007786876,Activists Demand Justice for Ronald Greene,civil right advocate family member ronald greene black man die police custody gather thursday louisiana state capitol call trooper involve hold accountable,multimedia,Video,,"['Civil Rights and Liberties', 'Demonstrations, Protests and Riots', 'Black People', 'Blacks', 'Deaths (Fatalities)', 'Police Brutality, Misconduct and Shootings']",100000007786876
3844,2021-05-28,arts,DMX Wanted a New Beginning. Swizz Beatz Is Seeing It Through.,new york rapper big plan comeback album death april longtime producer finish job,article,News,,['Rap and Hip-Hop'],arts
3845,2021-05-28,crosswords,Cat’s ’Sup,andrew ries open solve weekend,article,News,,['Crossword Puzzles'],crosswords
3846,2021-05-28,world,U.N. Rights Council to Investigate Israeli-Palestinian Violence,united nation top human right body vote thursday open inquiry abuse possible war crime commit israel occupied palestinian territory recent hostility,multimedia,Video,,"['Palestinians', 'Human Rights and Human Rights Violations', 'War Crimes, Genocide and Crimes Against Humanity', 'Defense and Military Forces', 'War and Armed Conflicts', 'Civilian Casualties']",world
3847,2021-05-28,sports,Nike Says It Ended Deal With Neymar Amid Investigation of Sexual Abuse,nike say neymar soccer superstar refuse cooperate investigation credible allegation wrongdoing make company employee,article,News,,"['Soccer', 'Sexual Harassment', 'Sex Crimes']",sports
3848,2021-05-28,world,Taiwan Prays for Rain and Scrambles to Save Water,island lake reservoir nearly run dry water restriction force many resident modify shower wash dish flush,article,News,,"['Drought', 'Global Warming', 'Rationing and Allocation of Resources', 'Water', 'Reservoirs', 'Shortages', 'Rain']",world
3849,2021-05-28,us,Former Astronaut Pleads Guilty in Crash That Killed 2 Young Girls,james halsell jr veteran space shuttle mission sentence year prison year probation,article,News,,"['Traffic Accidents and Safety', 'Accidents and Safety', 'Murders, Attempted Murders and Homicides']",us
3850,2021-05-28,sports,Jose Peraza Helps Powers Mets to Pair of Wins Over Rockies,infielder nearly match season r b total yankee meanwhile split doubleheader toronto,article,News,,['Baseball'],sports
3851,2021-05-28,style,She Put Her Unspent Love in a Cardboard Box,decade daughter take,article,News,,"['Love (Emotion)', 'Parenting', 'Death and Dying', 'Grief (Emotion)', 'Gifts']",style
3852,2021-05-28,sports,Bruce Brown Is the Nets’ ‘Swiss Army Knife’,kevin durant kyrie irving james harden seem need help net brown play key role season,article,News,,"['Basketball', 'Playoff Games', 'Content Type: Personal Profile']",sports
3853,2021-05-28,todayspaper,Quotation of the Day: Buried With Their Dreams and Nightmares,quotation day friday,article,Quote,,[],todayspaper
3854,2021-05-28,us,"Editors’ Note: May 28, 2021",correction appear print friday,article,Correction,,[],us
3855,2021-05-28,politics,Russia Appears to Carry Out Hack Through System Used by U.S. Aid Agency,senior democrat say late attack ahead president biden meeting russian counterpart demand strong response,article,News,,"['Cyberwarfare and Defense', 'United States International Relations', 'Computers and the Internet', 'US Federal Government Data Breach (2020)', 'E-Mail', 'Embargoes and Sanctions']",politics
3856,2021-05-28,world,From Protester to Prisoner: How Hong Kong Is Stifling Dissent,many city democracy activist face jail term broad campaign subdue opposition,article,News,,"['Hong Kong Protests (2019)', 'Politics and Government', 'Demonstrations, Protests and Riots', 'Law and Legislation']",world
3857,2021-05-28,books,Behind the Jim Crow Curtain,opal greenwood oasis unspeakable restore often elided history prosperous close knit black community eve destruction,article,Review,,"['Books and Literature', 'Children and Childhood', 'Tulsa Race Riot (1921)', 'Discrimination', 'Race and Ethnicity', 'Black People', 'Blacks', 'Segregation and Desegregation']",books
3858,2021-05-28,briefing,Your Friday Briefing,investigation u election disinformation,article,briefing,,[],briefing
3859,2021-05-28,world,Canadian Lawmaker Is Exposed on Camera for a Second Time,appear naked virtual house common session april member parliament say urinate video week,article,News,,"['Politics and Government', 'Legislatures and Parliaments', 'Computers and the Internet', 'Videophones and Videoconferencing']",world
3860,2021-05-28,fashion,A Summer of the Thirst-Trap Short Shorts?,show leg men short,article,News,,['Uniforms'],fashion
3861,2021-05-28,learning,Word of the Day: obtrusive,word appear article nytimes com past year use sentence,article,News,,[],learning
3862,2021-05-28,arts,Stephen Colbert Parodies Brian Kemp’s Version of the National Anthem,land home freedom reign american pie ball mom bar colbert joke kemp blunder recent fox news interview,article,News,,['Television'],arts
3863,2021-05-28,learning,Phones and Fingers,tell story real make inspire image theme,article,News,,[],learning
3864,2021-05-28,style,How a Cozy Neighborhood Restaurant Became a Celebrity Hide-Out,rihanna see leave giorgio baldi los angeles almost weekly fan notice,article,News,,"['Restaurants', 'Celebrities']",style
3865,2021-05-28,style,A Sexual Abuse Lawsuit Splits the Gucci Family,guccio gucci great granddaughter go public alleged wrongdoing younger sister involve,article,News,,"['Suits and Litigation (Civil)', 'Sex Crimes', 'Child Abuse and Neglect', 'Fashion and Apparel', 'your-feed-fashion']",style
3866,2021-05-28,nyregion,"As Yang’s New York Ties Are Questioned, He Cites Anti-Asian Bias",mr yang seek make history city first asian american mayor say anti asian sentiment creep campaign,article,News,,"['Discrimination', 'Elections, Mayors', 'Taiwanese-Americans', 'Cartoons and Cartoonists', 'Primaries and Caucuses', 'Asian-Americans']",nyregion
3867,2021-05-28,world,A New Zealand Fugitive Wanted to Turn Himself In. So He Hired a Helicopter.,james matthew bryant spent week run yoga middle forest plot next move face appear tv crime show,article,News,,"['Fugitives', 'Helicopters']",world
3868,2021-05-28,climate,Where Wind and Solar Power Need to Grow for America to Meet Its Goals,broad shift renewable energy transform landscape coastline united state,multimedia,Interactive Feature,,"['Alternative and Renewable Energy', 'Wind Power', 'Solar Energy', 'Global Warming', 'Greenhouse Gas Emissions', 'Federal Lands', 'Land Use Policies', 'Infrastructure (Public Works)']",climate
3869,2021-05-28,learning,"Lesson of the Day: ‘TikTok, the Fastest Way on Earth to Become a Food Star’",lesson student learn gen z food celebrity appeal second cooking video create short cooking video,article,News,,[],learning
3870,2021-05-28,world,The Eerie Familiarity of a Melbourne Lockdown,victoria return drudgery uncertainty strict covid regulation,article,News,,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization']",world
3871,2021-05-28,world,"A Forgotten Genocide: What Germany Did in Namibia, and What It’s Saying Now",german government agree recognize killing ethnic group namibia genocide happen year ago forgotten germany atone,article,News,,"['Herero (Ethnic Group)', 'Nama (Ethnic Group)', 'War Crimes, Genocide and Crimes Against Humanity', 'Colonization', 'Politics and Government', 'International Relations']",world
3872,2021-05-28,books,New in Paperback: ‘Love in the Blitz’ and ‘Sunny Days’,new paperback check week,article,List,,['Books and Literature'],books
3873,2021-05-28,books,What Contributed to American Culture After World War II? And Other Letters to the Editor,reader respond recent issue sunday book review,article,Letter,,['Books and Literature'],books
3874,2021-05-28,business,The Airline Rebound Accelerates,miserable year vaccination reopenings lead airline hope summer fly frenzy,multimedia,Interactive Feature,,"['AIRLINES AND AIRPLANES', 'Travel and Vacations', 'Coronavirus (2019-nCoV)', 'Summer (Season)']",business
3875,2021-05-28,briefing,"The New York Times News Quiz, May 28, 2021",follow news week take quiz see well stack time reader,multimedia,Interactive Feature,,[],briefing
3876,2021-05-28,learning,What Are You Grateful For?,part fresh start challenge time invite people take gratitude photo people place thing snap picture express thanks,article,News,,[],learning
3877,2021-05-28,style,Two Notes a Day While the Doctor’s Away,dr matthew levitsky orthopedic surgery resident leave deb reich note morning add day,article,News,,['Weddings and Engagements'],style
3878,2021-05-28,books,Was the Constitutional Right to Bear Arms Designed to Protect Slavery?,provocative new book second historian carol anderson examines america history racist legal decision gun right argue second amendment intend guarantee white slaveholder fight force supp,article,Review,,"['Books and Literature', 'Second Amendment (US Constitution)', 'Black People', 'Blacks', 'Gun Control', 'Discrimination', 'Slavery (Historical)']",books
3879,2021-05-28,opinion,"The Jewish History of Israel Is Over 3,000 Years Old. That’s Why It’s Complicated.",torah exile jew always look jerusalem,article,Op-Ed,,['Jews and Judaism'],opinion
3880,2021-05-28,style,Waiting for That Defining Moment,jaeyeon park joseph hong begin date meet hinge december take several week relationship take,article,News,,['Weddings and Engagements'],style
3881,2021-05-28,style,"A Spiritual Meeting in the Sand and a Wedding There, Too",emily arnold youssef ait khouya meet rid camel morocco,article,News,,"['Weddings and Engagements', 'Dunes']",style
3882,2021-05-28,opinion,The Case for Paying All Teachers Six Figures,pandemic give newfound appreciation educator let compensate accordingly,article,Op-Ed,,"['Teachers and School Employees', 'Wages and Salaries', 'Shortages', 'Education (K-12)', 'Coronavirus (2019-nCoV)', 'United States Politics and Government']",opinion
3884,2021-05-28,style,A Good Kind of Upstaging,stephen miller cabaret performer use limelight come time get engage introverted brian geldin take center stage,article,News,,['Weddings and Engagements'],style
3885,2021-05-28,opinion,The U.S. May Never Hit the Herd Immunity Threshold. That’s OK.,american need achieve goal order escape covid pandemic,article,Op-Ed,,"['Disease Rates', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Coronavirus Reopenings']",opinion
3886,2021-05-28,opinion,Covid’s Deadliest Phase May Be Here Soon,new transmissible variant devastate country vaccine,article,Op-Ed,,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Deaths (Fatalities)', 'Disease Rates', 'Third World and Developing Countries']",opinion
3887,2021-05-28,style,Feeling Socially Rusty? Try a Little Light Gossiping.,enter civilization ok maybe even necessary dish people present right way,article,News,,"['Content Type: Service', 'Gossip', 'Quarantine (Life and Culture)', 'Empathy', 'your-feed-selfcare']",style
3888,2021-05-28,your-money,How to Buy Happiness (Responsibly),great reopening offer ample opportunity lift spirit money spare right,article,News,,"['Content Type: Service', 'Quarantine (Life and Culture)', 'Happiness', 'Personal Finances']",your-money
3889,2021-05-28,sports,Pep Guardiola and the Ones That Got Away,soccer successful coach champion league final decade manchester city meet chelsea chance reclaim trophy value,article,News,,"['Coaches and Managers', 'Soccer', 'UEFA Champions League (Soccer)', 'Content Type: Personal Profile']",sports
3890,2021-05-28,opinion,Why Are So Many of My Fellow Health Workers Unvaccinated?,medicine address vaccine holdout,article,Op-Ed,,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Hospitals', 'Home Health Care', 'Nursing Homes']",opinion
3891,2021-05-28,dining,The Forgotten Queer Legacy of Billy West and Zuni Café,restaurant culinary landmark san francisco history space gay visibility little known,article,News,,"['Content Type: Personal Profile', 'Homosexuality and Bisexuality', 'Restaurants', 'Acquired Immune Deficiency Syndrome', 'Cooking and Cookbooks']",dining
3892,2021-05-28,insider,"At Empty Bases, Echoes of War",united state withdraw force afghanistan former marine become time reporter see trace several camp use,article,News,,"['United States Defense and Military Forces', 'Military Bases and Installations', 'Defense and Military Forces']",insider
3893,2021-05-28,nyregion,A Trump Case Awaits. Who Is the Best Prosecutor for the Job?,candidate manhattan district attorney agent change want cut police budget others comfortable long establish establish power network,article,News,,"['Elections, District Attorneys', 'Conflicts of Interest']",nyregion
