date,category_id,category,headline,articles,url
2020-01-30,1,world,Duterte Orders Cabinet Not to Visit U.S. After Official’s Visa Is Denied,the philippine president issued the order after one of the architects of his bloody drug war was denied a visa for the united states,https://www.nytimes.com/2020/01/30/world/asia/rodrigo-duterte-philippines.html
2020-01-30,4,business,D.I.Y. Retirement Investors Have a Low-Cost Friend: Newsletters,for people who dont want to pay high adviser fees and want to hold investments long term the newsletters can be beneficial,https://www.nytimes.com/2020/01/30/business/diy-retirement-investor-newsletter.html
2020-01-30,4,business,Where Did the $9 Million Cars Go?,the classic auto market humming just a few years ago appears to be sliding into a downturn,https://www.nytimes.com/2020/01/30/business/arizona-car-auctions-2020.html
2020-01-30,2,politics,Watch Bloomberg and Trump’s Very Different Super Bowl Ads,michael r bloombergs campaign will air a 60second ad promoting his record on gun control while president trump has lined up a commercial celebrating his time in office,https://www.nytimes.com/2020/01/30/us/politics/bloomberg-trump-super-bowl-ads.html
2020-01-30,5,sports,Novak Djokovic Outlasts Roger Federer to Stay Dominant in Australia,djokovic prevailed in straight sets extending his lead in headtohead matches with federer to earn a place in the australian open final,https://www.nytimes.com/2020/01/30/sports/tennis/djokovic-federer-australian-open.html
2020-01-30,5,sports,Shakira? J. Lo? This Halftime Show Had Snakes and Indiana Jones,chasing a moment the show at the super bowl in 1995 is remembered as peak circus act and it scared the bejeebers out of patti labelle,https://www.nytimes.com/2020/01/30/sports/football/super-bowl-halftime-1995.html
2020-01-30,2,politics,On Politics: Where Are the Candidates Going?,strategic iowa trips a sanders cash haul facebook ads this is your morning tipsheet,https://www.nytimes.com/2020/01/30/us/politics/on-politics-biden-buttigieg-sanders.html
2020-01-30,4,business,Elon Musk Hits Back at Critics,tesla reported a 105 million quarterly profit yesterday convincing backers that the company has solved its problems  while doubters arent convinced,https://www.nytimes.com/2020/01/30/business/dealbook/elon-musk-tesla.html
2020-01-30,1,world,Longest Smuggling Tunnel Is Found at U.S.-Mexico Border,the shaft ran for fourfifths of a mile between tijuana and san diego and was equipped with rails ventilation a drainage system and even an elevator officials said,https://www.nytimes.com/2020/01/30/world/americas/tunnel-us-mexico-border.html
2020-01-30,1,world,Press Send for Brexit: E.U. Seals U.K. Withdrawal by Email,the european unions 27 remaining member nations signed off on britains departure in a typically lowkey and bureaucratic style,https://www.nytimes.com/2020/01/30/world/europe/eu-brexit-decision.html
2020-01-30,4,business,Japan Seeks Arrests of 3 Americans Accused of Helping Ghosn Escape,authorities issued warrants for men suspected of helping smuggle the former executive out of the country to avoid criminal charges,https://www.nytimes.com/2020/01/30/business/carlos-ghosn-arrest-warrants.html
2020-01-30,4,business,"The Work Diary of Jessica Walsh, Designing (and Wining) Woman",the graphic designer and founder of a creative agency powers through insomnia migraines and helping mom with instagram,https://www.nytimes.com/2020/01/30/business/smallbusiness/jessica-walsh-work-diary.html
2020-01-30,4,business,Altria Takes a $4.1 Billion Hit on Juul Stake,after an earlier writedown of 45 billion the tobacco giants stake in the vaping startup is now worth onethird of what it paid in 2018,https://www.nytimes.com/2020/01/30/business/juul-altria-vaping.html
2020-01-30,4,business,‘Every Day Matters’: Guardian Stops Accepting Fossil Fuel Ads,it said the decision was based on the efforts by the industry to prevent meaningful climate action by governments,https://www.nytimes.com/2020/01/30/business/media/guardian-climate-change-fossil-fuel-advertisements.html
2020-01-30,0,opinion,Polarization Is Rational,its also a problem,https://www.nytimes.com/2020/01/30/opinion/polarization-ezra-klein-book.html
2020-01-30,3,arts,7 Questions With Jazz Jennings of TLC’s ‘I Am Jazz’,her transition has been documented in the public eye for more than a decade the newest season of her reality show began this week,https://www.nytimes.com/2020/01/30/arts/television/i-am-jazz-jennings.html
2020-01-30,1,world,Cruise Passengers Are Held at Italian Port in False Alarm Over Coronavirus,for an entire day passengers on the cruise ship were blocked from disembarking after a woman onboard became sick she did not have the disease but italy did identify its first two cases in rome,https://www.nytimes.com/2020/01/30/world/europe/italy-coronavirus-cruise.html
2020-01-30,3,arts,"She Painted With the Hairy Who. Now She’s Going Big, at 79.",gladys nilsson a bold watercolorist rooted in chicagos surrealist 60s art group on finally finding solo success,https://www.nytimes.com/2020/01/30/arts/design/Gladys-Nilsson-hairy-who.html
2020-01-30,5,sports,The Perfect ’72 Dolphins and Football’s Ultimate Toll,the nfl is celebrating its only team to go through an entire season without losing that glory came at a cost as several of the teams prominent players were found to have cte,https://www.nytimes.com/2020/01/30/sports/football/dolphins-cte.html
2020-01-30,3,arts,‘Star Trek: Picard’ Recap: Out in the Cold,picard is running out of time as he discovers in the seasons second episode but hes also just getting started,https://www.nytimes.com/2020/01/30/arts/television/star-trek-picard-maps-and-legends.html
2020-01-30,1,world,"As Coronavirus Spreads, So Does Anti-Chinese Sentiment",fears of the outbreak have fueled xenophobia as a wave of panic spreads sometimes outstripping practical concerns,https://www.nytimes.com/2020/01/30/world/asia/coronavirus-chinese-racism.html
2020-01-30,3,arts,Jennifer Lopez at the Super Bowl? It’s the Role She Was Born to Play,the halftime show demands a pop unicorn twentyone years into a music career that doesnt always get enough credit j lo is ready to take center stage,https://www.nytimes.com/2020/01/30/arts/music/jennifer-lopez-super-bowl.html
2020-01-30,1,world,Pompeo Calls China’s Ruling Party ‘Central Threat of Our Times’,secretary of state mike pompeo made the stark statement at a meeting with his british counterpart where he also talked up the prospect of a us trade deal with britain,https://www.nytimes.com/2020/01/30/world/europe/pompeo-uk-china-huawei.html
2020-01-30,4,business,Wilbur Ross Says Coronavirus Could Bring Jobs Back to the U.S.,the commerce secretary said the virus while very unfortunate could prompt companies to reconsider operating inside china,https://www.nytimes.com/2020/01/30/business/economy/wilbur-ross-coronavirus-jobs.html
2020-01-30,1,world,More Violence. Fewer Prisoners. Inside Mexico’s Criminal Justice Reform.,leaked drafts of reforms intended to strengthen the governments hand in the fight against crime have outraged judicial and human rights workers,https://www.nytimes.com/2020/01/30/world/americas/mexico-violence-reform.html
2020-01-30,3,arts,International Center of Photography Refocuses in a New Home,when images are everywhere what is the role of a photography museum,https://www.nytimes.com/2020/01/30/arts/design/international-center-of-photography-new-home.html
2020-01-30,3,arts,Royal Ballet Suspends Choreographer Over Sexual Misconduct Claims,liam scarlett is accused of inappropriate conduct with students at the companys school,https://www.nytimes.com/2020/01/30/arts/dance/royal-ballet-liam-scarlett-suspended.html
2020-01-30,1,world,German Nurse Accused of Poisoning Five Infants With Morphine,the babies who ranged in age from a day to a month old started experiencing respiratory difficulties about the same time leading a hospital to investigate,https://www.nytimes.com/2020/01/30/world/europe/germany-nurse-infants-morphine.html
2020-01-30,1,world,French Cardinal Acquitted of Abuse Cover-Up on Appeal,cardinal philippe barbarin the archbishop of lyon had been found guilty last year of failing to report a priest in his diocese who had admitted to sexually abusing dozens of boy scouts,https://www.nytimes.com/2020/01/30/world/europe/cardinal-abuse-france.html
2020-01-30,3,arts,"Lincoln Center’s Next Season: ‘Elektra,’ Cleveland, Rouse",the 202021 great performers series includes visiting orchestras chamber ensembles and recitals,https://www.nytimes.com/2020/01/30/arts/music/lincoln-center-great-performers.html
2020-01-30,2,politics,House Votes to Repeal 2002 Military Authorization in Bid to Rein in Trump on Iran,the law has been used to justify all manner of military strikes since congress approved it to authorize president george w bush to take military action in iraq,https://www.nytimes.com/2020/01/30/us/politics/House-military-authorization-iran-trump.html
2020-01-30,2,politics,‘I’m a Democrat’: Biden Accuses Sanders of Not Being a Party Member,mr bidens attack on his rival in iowa came hours after another leading candidate pete buttigieg criticized both men in a day of sparring that underscored the pressure they all face to excel in mondays caucuses,https://www.nytimes.com/2020/01/30/us/politics/pete-buttigieg-joe-biden-bernie-sanders.html
2020-01-30,2,politics,How Iowa Could Decide Joe Biden’s Fund-Raising Future,as mr biden barnstorms the state in the final days before the caucuses he is chasing more than voters and delegates the biggest stakes for him might just be cash,https://www.nytimes.com/2020/01/30/us/politics/joe-biden-fundraising.html
2020-01-30,3,arts,"A Gorgeous Center for Photography, Far From Picture Perfect",fotografiska the new york outpost of the quirky swedish institution is an architectural gem but the exhibited photographs dont live up to the décor,https://www.nytimes.com/2020/01/30/arts/design/fotografiska-photography-exhibitions.html
2020-01-30,2,politics,Bernie Sanders Is Still Sad About the Dodgers,and he knows how to nurse a grudge,https://www.nytimes.com/2020/01/30/us/politics/bernie-sanders-baseball.html
2020-01-30,1,world,Coronavirus Anger Boils Over in China and Doctors Plead for Supplies,a man was detained after beating up a doctor in wuhan and medical staff members are wearing raincoats to protect against infection,https://www.nytimes.com/2020/01/30/world/asia/china-coronavirus-epidemic.html
2020-01-30,0,opinion,Coronavirus and the Panic Epidemic,the chinese government is going allout because it knows the people dont entirely trust it,https://www.nytimes.com/2020/01/30/opinion/sunday/coronavirus-china-epidemic.html
2020-01-30,4,business,"California, Mired in a Housing Crisis, Rejects an Effort to Ease It",a lawmakers push for denser development near transit overriding local zoning was thwarted by a diverse group of legislative foes,https://www.nytimes.com/2020/01/30/business/economy/sb50-california-housing.html
2020-01-30,3,arts,Harlan Coben Exposes the Secrets of ‘The Stranger’,the author of dozens of bestselling thrillers talked about his latest netflix adaptation and why the most gripping stories are rooted in everyday life,https://www.nytimes.com/2020/01/30/arts/television/stranger-harlan-coben-netflix.html
2020-01-30,0,opinion,Starving for Justice in ICE Detention,for immigrants languishing behind bars a hunger strike is often the sole remaining means of protest against a dehumanizing and unjust system,https://www.nytimes.com/2020/01/30/opinion/hunger-strike-ice-detention.html
2020-01-30,3,arts,Desert Empires: Wonders to Behold,two hundred rare objects at the metropolitan museum trace the remarkable history and cultural heritage of kingdoms on the rim of the sahara,https://www.nytimes.com/2020/01/30/arts/design/sahel-review-metropolitan-museum.html
2020-01-30,0,opinion,‘American Dirt’ Has Us Talking. That’s a Good Thing.,the publishing industry changed its opinion of mexican immigrant stories only after someone outside our community wrote one,https://www.nytimes.com/2020/01/30/opinion/sunday/american-dirt-book-mexico.html
2020-01-30,5,sports,"Before Patrick Mahomes Was a Headliner, the Chiefs Could See He’d Be a Star",a training camp for the ages when the kansas city quarterback was a rookie tapes of his play went viral within the coaching staff mahomes rode the bench that season then came decision time,https://www.nytimes.com/2020/01/30/sports/football/Chiefs-patrick-mahomes.html
2020-01-30,0,opinion,Trump and Lincoln: How Politics Influences Decisions,a reader rebuts an oped writers claim that both presidents actions were motivated by personal interests also teenagers phones and parents sugar in the diet,https://www.nytimes.com/2020/01/30/opinion/letters/trump-lincoln.html
2020-01-30,3,arts,Complex Rhythms but No Music,watch a portion of melinda rings strange engagements created from improvisations,https://www.nytimes.com/2020/01/30/arts/dance/melinda-ring-strange-engagements.html
2020-01-30,5,sports,They Heard Kobe Bryant’s Helicopter Go Down. Then They Prayed.,at a church down the hill from a disaster sunday played out in small moments a lowflying helicopter a note slipped to the pastor a driver looking for nine clients who never arrived,https://www.nytimes.com/2020/01/30/sports/kobe-bryant-crash-site.html
2020-01-30,0,opinion,"Trump on Trial, and a Test for America",readers urge senators to vote to convict or to merely vote present as a protest and wonder about alan dershowitz was he serious,https://www.nytimes.com/2020/01/30/opinion/letters/trump-trial-dershowitz.html
2020-01-30,3,arts,The Super Bowl Is Problematic. Why Can’t We Look Away?,the halftime show the ads the parties the super bowl is more than a game and 100 million of us tune in despite the sports uglier controversies our culture journalists discussed the reasons and implications,https://www.nytimes.com/2020/01/30/arts/television/super-bowl-why-watch.html
2020-01-30,4,business,The Fed Wants to Loosen Rules Around Big Banks and Venture Capital,proposed tweaks to the volcker rule which curbs bank risktaking would allow firms to invest heavily in funds backing startups,https://www.nytimes.com/2020/01/30/business/economy/volcker-rule-banks-venture-capital.html
2020-01-30,1,world,Abduction of Ethiopian Students Fuels Anger at the Government,the failure of prime minister abiy ahmeds government to rescue a group of students who were believed to have been kidnapped last month and forced into the jungle has bred protests and anguish,https://www.nytimes.com/2020/01/30/world/africa/ethiopia-students-kidnapped.html
2020-01-30,3,arts,How Much Watching Time Do You Have This Weekend?,puzzles paintings ghost brides plenty to watch this weekend and our critic has recommendations,https://www.nytimes.com/2020/01/30/arts/television/fake-fortune-ghost-bride-netflix.html
2020-01-30,3,arts,13 Art Exhibitions to View in N.Y.C. This Weekend,our guide to new art shows and some that will be closing soon,https://www.nytimes.com/2020/01/30/arts/design/nyc-this-weekend-art-and-museums.html
2020-01-30,3,arts,5 Dance Performances to See in N.Y.C. This Weekend,our guide to dance performances happening this weekend and in the week ahead,https://www.nytimes.com/2020/01/30/arts/dance/nyc-this-weekend-dance.html
2020-01-30,3,arts,5 Comedy Shows to Catch in N.Y.C. This Weekend,our guide to standup improv and variety shows happening this weekend and in the week ahead,https://www.nytimes.com/2020/01/30/arts/nyc-this-weekend-comedy.html
2020-01-30,3,arts,7 Things to Do With Your Kids in N.Y.C. This Weekend,our guide to cultural events in new york city for children and teenagers happening this weekend and in the week ahead,https://www.nytimes.com/2020/01/30/arts/nyc-this-weekend-childrens-events.html
2020-01-30,3,arts,"12 Pop, Rock and Jazz Concerts to Check Out in N.Y.C. This Weekend",our guide to pop and rock shows and the best of live jazz happening this weekend and in the week ahead,https://www.nytimes.com/2020/01/30/arts/music/concerts-new-york.html
2020-01-30,3,arts,7 Classical Music Concerts to See in N.Y.C. This Weekend,our guide to the citys best classical music and opera happening this weekend and in the week ahead,https://www.nytimes.com/2020/01/30/arts/music/concerts-new-york-classical.html
2020-01-30,0,opinion,"No, Team Trump, the Coronavirus Isn’t Good for America",the commerce secretary just flunked microbe economics,https://www.nytimes.com/2020/01/30/opinion/coronavirus-jobs.html
2020-01-30,2,politics,"Mitt Romney, a Man Alone",until late thursday mr romney was the only republican senator calling for witnesses in the impeachment trial his gop colleagues are taking shots one branded him jeff flake on steroids,https://www.nytimes.com/2020/01/30/us/politics/impeachment-romney.html
2020-01-30,1,world,Iranian Rapper Detained in Turkey Faces Deportation,iran has put out a red notice with interpol for the arrest of one of its most popular rappers after he began criticizing the government,https://www.nytimes.com/2020/01/30/world/europe/iran-rapper-amir-tataloo.html
2020-01-30,2,politics,Six Takeaways From Senators’ Questions to Impeachment Lawyers,the first part of thursdays session focused largely on the arguments of one of president trumps lawyers alan m dershowitz,https://www.nytimes.com/2020/01/30/us/politics/impeachment-trial-trump.html
2020-01-30,2,politics,Chief Justice Denies Senator’s Bid to Name Person Thought to Be Whistle-Blower,senator rand paul republican of kentucky read the name to reporters and posted it on twitter after failing to get chief justice john g roberts jr to say during president trumps impeachment trial,https://www.nytimes.com/2020/01/30/us/politics/rand-paul-whistle-blower-name.html
2020-01-30,4,business,"Leila Janah, Entrepreneur Who Hired the Poor, Dies at 37",a child of indian immigrants she created digital jobs that pay a living wage to thousands in africa and india believing that the intellect of the poor was the biggest untapped resource in the world,https://www.nytimes.com/2020/01/30/business/leila-janah-dead.html
2020-01-30,3,arts,"Wes Wilson, Psychedelic Poster Pioneer, Dies at 82",his work announced concerts by the grateful dead jefferson airplane and more  to those who could read them,https://www.nytimes.com/2020/01/30/arts/design/wes-wilson-dead.html
2020-01-30,0,opinion,Inside the Fight Over Trump’s Israel-Palestine Deal,here are the sticking points,https://www.nytimes.com/2020/01/30/opinion/trump-israel-palestine.html
2020-01-30,2,politics,"Offering Iran Penalties and Aid, U.S. Ramps Up Sanctions While Providing Medicine",the doublebarreled tactic of sending medicine to iranians and penalizing its leaders is an effort to fuel frustration against the government in tehran,https://www.nytimes.com/2020/01/30/us/politics/us-iran-sanctions-aid.html
2020-01-30,4,business,Johnson & Johnson Is Told to Pay $344 Million in Pelvic Mesh Suit,the ruling centers on marketing practices for a kind of medical device that has prompted years of personal injury litigation and billions in payouts,https://www.nytimes.com/2020/01/30/business/transvaginal-mesh-johnson-and-johnson.html
2020-01-30,0,opinion,The Future of American Politics,after tribal war the politics of weaving,https://www.nytimes.com/2020/01/30/opinion/us-politics.html
2020-01-30,3,arts,Things to Do in N.Y.C. This February,a months worth of free familyfriendly and otherwise noteworthy cultural events,https://www.nytimes.com/2020/01/30/arts/things-to-do-in-nyc-february.html
2020-01-30,3,arts,"Fred Silverman, 82, Is Dead; a TV Power When Three Networks Ruled",a top executive at cbs abc and then nbc he shepherded series like all in the family laverne  shirley and hill street blues,https://www.nytimes.com/2020/01/30/arts/television/fred-silverman-dead.html
2020-01-30,0,opinion,Day 9 of Trump’s Trial: Tedium and Tea-Leaf Reading,a second day of questions revealed little on friday things get interesting,https://www.nytimes.com/2020/01/30/opinion/impeachment-senate-trial.html
2020-01-31,2,politics,Everyone Wants a Piece,if you support a lowertier candidate in iowa dont be surprised if people look at you  hungrily,https://www.nytimes.com/2020/01/30/us/politics/klobuchar-yang-iowa-second-choice.html
2020-01-31,1,world,More American Troops Sustain Brain Injuries From Iran Missile Strike in Iraq,the number which has steadily increased since the jan 8 attack is now at 64,https://www.nytimes.com/2020/01/30/world/middleeast/iraq-iran-brain-injuries.html
2020-01-31,0,opinion,We May Never See John Bolton’s Book,the fate of his memoir is up to government censors thats troubling,https://www.nytimes.com/2020/01/30/opinion/trump-john-bolton-book.html
2020-01-31,4,business,These Brands Said No to Running Super Bowl Commercials,stella artois burger king and other companies have decided against showing their wares on the years mostwatched broadcast,https://www.nytimes.com/2020/01/30/business/media/super-bowl-advertiser-alternatives.html
2020-01-31,2,politics,Trump Travels to Iowa to Energize Supporters for Caucuses Next Week,four democratic presidential candidates hoping for success in the state remained in washington for president trumps senate trial,https://www.nytimes.com/2020/01/30/us/politics/trump-iowa.html
2020-01-31,2,politics,Trump Lawyer’s Impeachment Argument Stokes Fears of Unfettered Power,an argument by one of the presidents lawyers alan m dershowitz prompted a backlash he said he was misinterpreted,https://www.nytimes.com/2020/01/30/us/politics/dershowitz-trump-impeachment.html
2020-01-31,2,politics,Why Block Impeachment Witnesses? Republicans Have Many Reasons,republicans have offered multiple rationales for why witnesses are unnecessary but democrats have counterarguments for all of them,https://www.nytimes.com/2020/01/30/us/politics/impeachment-witnesses.html
2020-01-31,2,politics,Full Recording: Parnas and Fruman Meet with Trump,the video shows the entire meeting of lev parnas and igor fruman at a gathering of president trumps donors in april 2018,https://www.nytimes.com/video/us/politics/100000006951930/parnas-fruman-trump.html
2020-01-31,2,politics,Recording Surfaces of Another Trump Meeting With Parnas and Fruman,the president met twice in 10 days with donors who went on to become key players in rudolph w giulianis ukraine pressure campaign,https://www.nytimes.com/2020/01/30/us/politics/trump-parnas-fruman-tape.html
2020-01-31,2,politics,"Lamar Alexander, Key G.O.P. Senator, Plans to Oppose Move for New Evidence",the tennessee republican said house democrats had proved that president trump withheld military aid to pressure ukraine to investigate his political rival but that this was not impeachable,https://www.nytimes.com/2020/01/30/us/politics/trump-senate-impeachment-trial.html
2020-01-31,0,opinion,Trump’s Middle East Plan: Starting Point or Dead End?,a longawaited deal gives israels right wing what it wants,https://www.nytimes.com/2020/01/30/opinion/peace-plan-trump.html
2020-01-31,0,opinion,Did I Just Get Yanged?,andrew yang is showing what healthy populism looks like,https://www.nytimes.com/2020/01/30/opinion/sunday/andrew-yang-2020.html
2020-01-31,2,politics,Spotlight Falls on Democrats From Trump-Friendly States,attention has centered on four republicans who might break ranks in president trumps impeachment trial but democrats have their own list of potential defectors,https://www.nytimes.com/2020/01/30/us/politics/trump-impeachment-democrats.html
2020-01-31,2,politics,Architect of C.I.A. Torture Program Testifies Prisoners Acted Well Adjusted,dr james e mitchell said in court at guantánamo bay that the alleged leader of the sept 11 plot khalid shaikh mohammed was fine after 183 rounds of waterboarding,https://www.nytimes.com/2020/01/30/us/politics/cia-torture-trial-guantanamo.html
2020-01-31,4,business,Trump Called Powell an ‘Enemy.’ ‘Ugh’ Was a Response Inside the Fed.,internal emails show that federal reserve leaders emailed around an article in which a republican senator defended the chair,https://www.nytimes.com/2020/01/30/business/economy/fed-trump-powell-ugh.html
2020-01-31,1,world,State Department Warns Against Traveling to China Amid Coronavirus Outbreak,americans who are currently in china should consider leaving united states officials said,https://www.nytimes.com/2020/01/30/world/asia/Coronavirus-travel-advisory-.html
2020-01-31,2,politics,What Iowa Caucusgoers Have to Say,the new york times polled 584 democrats likely to caucus in iowa fifteen of them agreed to talk to us on camera here is what they told us,https://www.nytimes.com/interactive/2020/01/30/us/politics/iowa-poll-voters.html
2020-01-31,5,sports,N.B.A. Suspends 3 Players Over Knicks-Grizzlies Squabble,the league also fined knicks forward marcus morris sr in part for comments he made after wednesdays game saying a memphis player had female tendencies,https://www.nytimes.com/2020/01/30/sports/basketball/knicks-fight-payton-crowder-suspensions.html
2020-01-31,5,sports,U.S.A. Gymnastics Offers $215 Million to Larry Nassar Victims,a lawyer for more than 200 women and girls who accused mr nassar of abuse called the offer unconscionable,https://www.nytimes.com/2020/01/30/sports/USA-gymnastics-nassar.html
2020-01-31,2,politics,Impeachment Briefing: Is It Over?,senator lamar alexander said he would not vote for new witnesses  a possible death blow to the democrats case,https://www.nytimes.com/2020/01/30/us/politics/impeachment-briefing-is-it-over.html
2020-01-31,1,world,Britain’s Brexit Shrug: Let’s Just Get On With It,for the last three years britons have debated brexit now that it is here there is a sense of relief even though the country still must decide what sort of brexit it wants,https://www.nytimes.com/2020/01/31/world/europe/brexit-boris-johnson.html
2020-01-31,1,world,What’s Next for Britons Who Lost the Brexit Battle,having bet it all on stopping brexit and lost remainers now look to keeping britain as close to the european union as possible,https://www.nytimes.com/2020/01/31/world/europe/brexit-remainers.html
2020-01-31,1,world,"As Virus Spreads, U.S. Temporarily Bars Foreigners Who’ve Visited China",most foreign nationals will not be allowed to enter the united states if theyve been to china in the preceding two weeks,https://www.nytimes.com/2020/01/31/world/asia/coronavirus-china.html
2020-01-31,0,opinion,Britain Is Leaving. Europe Has to Change.,theres an enormous danger in doing nothing,https://www.nytimes.com/2020/01/31/opinion/eu-brexit-uk.html
2020-01-31,3,arts,What’s on TV Friday: ‘Bojack Horseman’ and ‘Spider-Man: Far From Home’,the final episodes of bojack horseman hit netflix and the most recent spiderman movie airs on starz,https://www.nytimes.com/2020/01/31/arts/television/whats-on-tv-friday-bojack-horseman-and-spider-man-far-from-home.html
2020-01-31,1,world,An Outbreak of Racist Sentiment as Coronavirus Reaches Australia,a newspaper front page called it a chinese virus fake posts have warned people to avoid chinese products as the outbreak spreads some worry about xenophobia,https://www.nytimes.com/2020/01/31/world/australia/coronavirus-racism-chinese.html
2020-01-31,3,arts,Late Night Dissects Alan Dershowitz’s Unimpeachable Logic,seth meyers took a closer look at dershowitzs public interest argument at president trumps impeachment trial eventually concluding that it was absolutely insane,https://www.nytimes.com/2020/01/31/arts/television/seth-meyers-jimmy-kimmel-late-night-trump.html
2020-01-31,2,politics,"Here’s What Pete Buttigieg Is Saying in Iowa, and Why",we analyzed the stump speeches that six democratic presidential candidates gave in iowa in the final weeks before the caucuses heres a breakdown of mr buttigiegs,https://www.nytimes.com/interactive/2020/01/31/us/politics/pete-buttigieg-campaign-speech.html
2020-01-31,2,politics,"Here’s What Elizabeth Warren Is Saying in Iowa, and Why",we analyzed the stump speeches that six democratic presidential candidates gave in iowa in the final weeks before the caucuses heres a breakdown of ms warrens,https://www.nytimes.com/interactive/2020/01/31/us/politics/elizabeth-warren-campaign-speech.html
2020-01-31,2,politics,"Here’s What Joe Biden Is Saying in Iowa, and Why",we analyzed the stump speeches that six democratic presidential candidates gave in iowa in the final weeks before the caucuses heres a breakdown of mr bidens,https://www.nytimes.com/interactive/2020/01/31/us/politics/joe-biden-campaign-speech.html
2020-01-31,2,politics,"Here’s What Andrew Yang Is Saying in Iowa, and Why",we analyzed the stump speeches that six democratic presidential candidates gave in iowa in the final weeks before the caucuses heres a breakdown of mr yangs,https://www.nytimes.com/interactive/2020/01/31/us/politics/andrew-yang-campaign-speech.html
2020-01-31,2,politics,"Here’s What Bernie Sanders Is Saying in Iowa, and Why",we analyzed the stump speeches that six democratic presidential candidates gave in iowa in the final weeks before the caucuses heres a breakdown of mr sanderss,https://www.nytimes.com/interactive/2020/01/31/us/politics/bernie-sanders-campaign-speech.html
2020-01-31,2,politics,The Closing Arguments of the 2020 Democrats in Iowa,we analyzed the stump speeches that six democratic presidential candidates gave in the final weeks before the iowa caucuses heres a breakdown,https://www.nytimes.com/interactive/2020/01/31/us/politics/presidential-candidates-campaign-speeches.html
2020-01-31,1,world,How Bad Will the Coronavirus Outbreak Get? Here Are 6 Key Factors,heres what early research says about how the pathogen behaves and the factors that will determine how far it will spread,https://www.nytimes.com/interactive/2020/world/asia/china-coronavirus-contain.html
2020-01-31,2,politics,"Here’s What Amy Klobuchar Is Saying in Iowa, and Why",we analyzed the stump speeches that six democratic presidential candidates gave in iowa in the final weeks before the caucuses heres a breakdown of ms klobuchars,https://www.nytimes.com/interactive/2020/01/31/us/politics/amy-klobuchar-campaign-speech.html
2020-01-31,3,arts,The Stars of ‘Homeland’ Get Their Final Debriefing,after eight seasons and multiple emmys claire danes and mandy patinkin discuss their partnership and their struggle to accept that its really over,https://www.nytimes.com/2020/01/31/arts/television/homeland-claire-danes-mandy-patinkin.html
2020-01-31,5,sports,Australian Open 2020: Matches to Watch on Friday Night (Into Saturday),sofia kenin and garbiñe muguruza will meet in the womens final in the early hours of the morning followed by the mixed doubles final,https://www.nytimes.com/2020/01/31/sports/tennis/australian-open-watch.html
2020-01-31,5,sports,Why the 49ers Play Hide-and-Seek Before Every Snap,the san francisco 49ers reached the super bowl in part because of a counterintuitive strategy instead of giving the ball to their best players they use them as human decoys,https://www.nytimes.com/2020/01/31/sports/football/49ers-super-bowl.html
2020-01-31,0,opinion,"Millennials Aren’t Spending All Their Money on Avocado Toast, Actually",they are burdened by student loans but new data shows they have saved more for retirement than gen xers did at the same age,https://www.nytimes.com/2020/01/31/opinion/sunday/student-loans-retirement-millennials.html
2020-01-31,0,opinion,"For Better or Worse, Trump Will Get His Favorite Things on Super Bowl Sunday",his pregame interview with sean hannity offers unfettered airtime in front of a huge national audience,https://www.nytimes.com/2020/01/31/opinion/sunday/trump-super-bowl.html
2020-01-31,0,opinion,I Am 35 and Running Faster Than I Ever Thought Possible,my quest to qualify for the olympic marathon team trials,https://www.nytimes.com/2020/01/31/opinion/sunday/olympic-runners-women-qualifiers.html
2020-01-31,0,opinion,Bernie Sanders Can’t Win,class loathing feels so good but it is ultimately selfdefeating,https://www.nytimes.com/2020/01/31/opinion/bernie-sanders-campaign.html
2020-01-31,1,world,Taliban’s Continued Attacks Show Limits of U.S. Strategy in Afghanistan,the number of attacks detailed in a quarterly inspector general report highlights once more the disparity between talking points and the reality on the ground,https://www.nytimes.com/2020/01/31/world/asia/afghanistan-violence-taliban.html
2020-01-31,0,opinion,Will Someone Break Out of Iowa Who Can Trounce Trump? Anyone?,the hawkeye state gets a lot of flak for its firstinthenation caucuses but its conception of democracy has staying power,https://www.nytimes.com/2020/01/31/opinion/sunday/iowa-caucuses.html
2020-01-31,0,opinion,12 Deaths in Mississippi Tell a Grim Story,the only way to fix a problem like the american prison system is to end it,https://www.nytimes.com/2020/01/31/opinion/mississippi-prison-deaths.html
2020-01-31,4,business,"China Targets the Coronavirus, and Farmers Pay a Price",the governments efforts to stop the outbreak could push the countrys already struggling small businesses over the edge,https://www.nytimes.com/2020/01/31/business/china-coronavirus-business.html
2020-01-31,2,politics,Iowa Will Be the First Test Case for 2020 Election Security,the good news is that caucuses are inherently safer than traditional elections but campaigns remain dangerously exposed to hackers and election systems in many states are still vulnerable,https://www.nytimes.com/2020/01/31/us/politics/iowa-caucuses-hacking-security.html
2020-01-31,5,sports,Have You Seen This Trophy?,we tried tracking down the holy grail of american sports memorabilia  the brunswickbalkecollender cup given to the first pro football champions  which has been missing since 1920,https://www.nytimes.com/2020/01/31/sports/football/super-bowl-trophy-lost.html
2020-01-31,1,world,"U.K. Leaves E.U., Embarking On an Uncertain Future",britain formally withdrew from the european union at 11 pm on friday after nearly half a century of membership,https://www.nytimes.com/2020/01/31/world/europe/brexit-britain-eu.html
