date,url,headline,articles,doc_type,material_type,section,keywords,label
2020-01-27,https://www.nytimes.com/2020/01/26/arts/music/alicia-keys-grammys-speech.html,Alicia Keys Seems to Reference Grammys Turmoil in Speech,"“We want to be respected and safe,” the host said during the ceremony, in a possible nod to the Recording Academy’s internal chaos and Deborah Dugan’s removal.",article,News,,"['Grammy Awards', 'Music']",arts
2020-01-27,https://www.nytimes.com/2020/01/27/pageoneplus/no-corrections-jan-27-2020.html,"No Corrections: Jan. 27, 2020","No corrections appeared in print on Monday, Jan. 27, 2020.",article,News,,[],us
2020-01-27,https://www.nytimes.com/2020/01/27/world/asia/china-coronavirus.html,Alarm Grows as Markets Tumble and Death Toll Rises,"Health officials in the United States said more than 100 people were being evaluated for possible infection. Of the nearly 3,000 people who have contracted the virus, the vast majority live in China.",article,News,,"['Deaths (Fatalities)', 'Coronavirus (2019-nCoV)']",world
2020-01-27,https://www.nytimes.com/2020/01/27/briefing/wuhan-coronavirus-impeachment-kobe-bryant.html,"Wuhan Coronavirus, Impeachment, Kobe Bryant: Your Monday Briefing",Here’s what you need to know.,article,briefing,,[],briefing
2020-01-27,https://www.nytimes.com/2020/01/27/arts/television/whats-on-tv-monday-luce-and-the-notebook.html,What’s on TV Monday: ‘Luce’ and ‘The Notebook’,The psychological thriller starring Octavia Spencer arrives on Hulu. And Nick Cassavetes’s Nicholas Sparks adaptation airs on Freeform.,article,News,,"['Movies', 'Television']",arts
2020-01-27,https://www.nytimes.com/2020/01/27/opinion/china-wuhan-virus-quarantine.html,Will the Largest Quarantine in History Just Make Things Worse?,The dirty history behind isolating the sick.,article,Op-Ed,,"['Quarantines', 'Epidemics', 'Coronavirus (2019-nCoV)', 'SARS (Severe Acute Respiratory Syndrome)', 'Plague', 'Emergency Medical Treatment', 'Influenza', 'Hospitals', 'Travel and Vacations', 'Medicine and Health', 'Lunar New Year', 'Bubonic Plague']",opinion
2020-01-27,https://www.nytimes.com/2020/01/27/opinion/putin-government-change.html,Vladimir Putin’s New Orchestra,"The players are being rearranged, but the conductor remains the same.",article,Op-Ed,,"['Politics and Government', 'Legislatures and Parliaments', 'Constitutional Amendments']",opinion
2020-01-27,https://www.nytimes.com/2020/01/27/learning/word-quiz-propitious.html,Word + Quiz: propitious,This word has appeared in eight articles on NYTimes.com in the past year.,article,News,,[],learning
2020-01-27,https://www.nytimes.com/2020/01/27/world/asia/philippines-volcano-taal.html,Wary Residents Return to Homes Near Volcano in Philippines,"Hundreds of thousands of people were displaced by the threat of huge eruptions from the Taal Volcano, but officials say the danger has subsided.",article,News,,"['Volcanoes', 'Refugees and Displaced Persons']",world
2020-01-27,https://www.nytimes.com/2020/01/27/business/video-games-wata-heritage.html,Collectors Are Spending Thousands on Video Games They Will Never Play,"Interest in factory-sealed video games has soared in the past year, and collectors have been able to quickly flip the most coveted titles, making a substantial profit.",article,News,,"['Computer and Video Games', 'Collectors and Collections', 'Comic Books and Strips', 'Auctions']",business
2020-01-27,https://www.nytimes.com/2020/01/27/sports/soccer/leaks-dos-santos-rui-pinto.html,Hacker Admits Revealing Finances of Isabel dos Santos,The Portuguese man behind a website that pulled back the curtain on world soccer’s business dealings also unearthed documents related to the fortune of Africa’s richest woman.,article,News,,"['Soccer', 'Whistle-Blowers', 'UEFA Champions League (Soccer)', 'Embezzlement']",sports
2020-01-27,https://www.nytimes.com/2020/01/27/business/economy/portland-maine-economy.html,"A $100 Million Bet That Vacationland Can Be a Tech Hub, Too","A benefactor’s big gift will create a research center in Portland, Maine, testing a small city’s ability to prosper as a magnet for innovation.",article,News,,"['Colleges and Universities', 'Labor and Jobs', 'Innovation', 'Science and Technology', 'Urban Areas', 'Philanthropy', 'Computers and the Internet']",business
2020-01-27,https://www.nytimes.com/2020/01/27/us/politics/bernie-sanders-internet-supporters-2020.html,Bernie Sanders and His Internet Army,"At the start of his 2020 bid, the Vermont senator told his supporters that he condemned bullying. Is it his problem if many don’t seem to listen?",article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'Cyberharassment', 'Social Media']",politics
2020-01-27,https://www.nytimes.com/2020/01/27/world/europe/auschwitz-anniversary-death-march.html,"Before the Liberation of Auschwitz, a March of Misery","On the roads where thousands of prisoners from Auschwitz were forced to march before the camp was liberated, there are few memorials. Mostly graves.",article,News,,"['Holocaust and the Nazi Era', 'Concentration Camps', 'World War II (1939-45)', 'Jews and Judaism']",world
2020-01-27,https://www.nytimes.com/2020/01/27/sports/tennis/australian-open-australia-day-protests.html,"Steps From the Australian Open, Anger and Activism Have Their Day","On Australia Day, a short walk from the tennis arenas at Melbourne Park, a large gathering protested the holiday for its celebration of colonialism.",article,News,,"['Tennis', 'Indigenous Australians', 'Australian Open (Tennis)', 'Demonstrations, Protests and Riots', 'Indigenous People']",sports
2020-01-27,https://www.nytimes.com/2020/01/27/learning/lesson-of-the-day-emojis-meet-hieroglyphs-if-king-tut-could-text.html,Lesson of the Day: ‘Emojis Meet Hieroglyphs: If King Tut Could Text’,"In this lesson, students will analyze the relationship between the ancient Egyptian language and the lingua franca of the digital age.",article,News,,[],learning
2020-01-27,https://www.nytimes.com/2020/01/27/books/review-resisters-gish-jen.html,"In a New Dystopian Novel, the Country is AutoAmerica, but Baseball Is Still Its Pastime",Gish Jen’s “The Resisters” imagines a future surveillance state and a young woman who throws a mean fastball.,article,Review,,['Books and Literature'],books
2020-01-27,https://www.nytimes.com/interactive/2020/01/27/multimedia/kobe-bryant-biggest-moments.html,Kobe Bryant’s Biggest Moments,"His career had countless highlights, but there were seven moments that seemed to define him best.",multimedia,Interactive Feature,,['Basketball'],multimedia
2020-01-27,https://www.nytimes.com/interactive/2020/01/27/business/economy/republican-party-voters-income.html,How the G.O.P. Became the Party of the Left Behind,"Dayton, Ohio, typifies the forces that have pushed those hurt by economic change toward the Republicans, while affluent places become more Democratic.",multimedia,Interactive Feature,,"['Economic Conditions and Trends', 'Voting and Voters', 'Factories and Manufacturing', 'Presidential Elections (US)']",business
2020-01-27,https://www.nytimes.com/2020/01/27/opinion/john-roberts-impeachment-witnesses.html,John Roberts Can Call Witnesses to Trump’s Trial. Will He?,Democratic House managers should ask the chief justice to issue subpoenas for John Bolton and others.,article,Op-Ed,,"['Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Constitution (US)', 'Subpoenas', 'Witnesses']",opinion
2020-01-27,https://www.nytimes.com/2020/01/27/style/the-end-of-consent.html,The End of Consent,"For social media influencers and oversharers, life is full of Instagram material. But what about us?",article,News,,"['Social Media', 'Privacy', 'Dating and Relationships', 'Friendship', 'your-feed-internet-culture']",style
2020-01-27,https://www.nytimes.com/2020/01/27/well/mind/optimism-health-longevity.html,Looking on the Bright Side May Be Good for Your Health,A number of recent long-term studies has linked greater optimism to a lower risk of developing cardiovascular disease and other chronic ailments and to fostering “exceptional longevity.”,article,News,,"['Optimism', 'Pessimism', 'Longevity', 'Psychology and Psychologists']",well
2020-01-27,https://www.nytimes.com/2020/01/27/upshot/poll-iowa-caucus-biden.html,Biden’s Iowa Problem: Our Poll Suggests His Voters Aren’t the Caucusing Type,Why there’s a wide split in recent surveys in the state.,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'Voting and Voters', 'Polls and Public Opinion']",upshot
2020-01-27,https://www.nytimes.com/2020/01/27/us/a-proposal-to-offset-prosecutors-power-the-defender-general.html,A Proposal to Offset Prosecutors’ Power: The ‘Defender General’,"If criminal defendants are to face a level playing field at the Supreme Court, a new article says, fundamental change is needed.",article,News,,"['Legal Profession', 'Suits and Litigation (Civil)']",us
2020-01-27,https://www.nytimes.com/2020/01/27/opinion/org-domain-sale-icann.html,The Shaky Future of .org Domains,The sale of the nonprofit domains to a private equity firm threatens the integrity of the open internet. ICANN should investigate.,article,Op-Ed,,"['Domain Names (Internet)', 'Computers and the Internet', 'Politics and Government', 'Mergers, Acquisitions and Divestitures', 'Nonprofit Organizations']",opinion
2020-01-27,https://www.nytimes.com/2020/01/27/opinion/climate-Tennessee-Valley-Authority.html,The Agency That Brought Appalachia Electricity Must Focus on the Climate,"The Tennessee Valley Authority could do a lot in short order, if it chose to.",article,Op-Ed,,"['Alternative and Renewable Energy', 'Greenhouse Gas Emissions', 'Water Pollution', 'Energy and Power']",opinion
2020-01-27,https://www.nytimes.com/2020/01/27/realestate/shopping-for-bathmats.html,Shopping for Bathmats,Because the small luxuries are sometimes the most essential.,article,News,,"['Real Estate and Housing (Residential)', 'Interior Design and Furnishings', 'Furniture', 'Design', 'Bathrooms and Toilets']",realestate
2020-01-27,https://www.nytimes.com/2020/01/27/opinion/trump-obstruction-impeachment.html,This Question Is More Important Than Removing Trump,Can a sitting president block witnesses at his own impeachment trial?,article,Op-Ed,,"['United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Impeachment', 'Subpoenas']",opinion
2020-01-27,https://www.nytimes.com/2020/01/27/us/Impeachment-california-Adam-Schiff-Devin-Nunes.html,"In Impeachment Battle, California Stands on the Front Lines","California leaders on both sides are playing an outsized role in Washington’s impeachment drama, reflecting the complex political landscape in the deep blue state.",article,News,,"['United States Politics and Government', 'Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']",us
2020-01-27,https://www.nytimes.com/2020/01/27/nyregion/dulos-arrest-warrants.html,Jennifer Dulos: 5 Revelations From the Missing Mother Murder Case,The body of the Connecticut mother of five has still not been found. But search warrants show how a case against her estranged husband was built.,article,News,,"['Murders, Attempted Murders and Homicides', 'Missing Persons']",nyregion
2020-01-27,https://www.nytimes.com/2020/01/27/us/politics/pennsylvania-democrats-fracking.html,"In Crucial Pennsylvania, Democrats Worry a Fracking Ban Could Sink Them",The fracking ban pushed by Senators Elizabeth Warren and Bernie Sanders  epitomizes a Democratic quandary: Appeal to swing voters or energize a liberal movement?,article,News,,"['Presidential Election of 2020', 'Oil (Petroleum) and Gasoline', 'Greenhouse Gas Emissions', 'Hydraulic Fracturing', 'United States Politics and Government']",politics
2020-01-27,https://www.nytimes.com/2020/01/27/travel/everglades-florida.html,"Tears for the Magnificent and Shrinking Everglades, a ‘River of Grass’",Florida’s freshwater wonder is threatened like never before with a rising sea level as restoration efforts lag.,article,News,,"['Rivers', 'Invasive Species', 'Travel and Vacations', 'Wetlands']",travel
2020-01-27,https://www.nytimes.com/2020/01/27/world/europe/italy-lake-bolsena-castel-giorgio.html,A Knight in Gucci Armor Helps Charge a Geothermal Dragon,A company wants to build a geothermal plant in Umbria. Locals — and celebrities who live there — don’t want it.,article,News,,"['Geothermal Power', 'Politics and Government', 'Conflicts of Interest', 'Suits and Litigation (Civil)']",world
2020-01-27,https://www.nytimes.com/2020/01/27/reader-center/caneelbay-stjohn.html,I Went to Check on a Resort in Ruins. I Left With Much More.,Finding out why Caneel Bay Resort on St. John hasn’t reopened was complicated. Connecting with the heart of the island wasn’t.,article,News,,"['Travel and Vacations', 'Parks and Other Recreation Areas', 'Slavery (Historical)', 'National Parks, Monuments and Seashores', 'Hurricanes and Tropical Storms', 'Hazardous and Toxic Substances', 'Mercury (Metal)']",reader-center
2020-01-27,https://www.nytimes.com/2020/01/27/science/manhattan-project-nuclear-spy.html,Fourth Spy at Los Alamos Knew A-Bomb’s Inner Secrets,Historians recently uncovered another Soviet spy in the U.S. atomic bomb program. Fresh disclosures show he worked on the device’s explosive trigger.,article,News,,"['Classified Information and State Secrets', 'Espionage and Intelligence Services', 'World War II (1939-45)', 'Manhattan Project', 'Nuclear Weapons', 'Laboratories and Scientific Equipment', 'Plutonium', 'your-feed-science', 'Cold War Era', 'Archives and Records', 'Physics', 'Uranium', 'Nineteen Hundred Fifties']",science
2020-01-27,https://www.nytimes.com/2020/01/27/world/asia/manzoor-pashteen-arrested-pakistan.html,Leader of Pakistani Rights Movement Is Arrested on Conspiracy Charges,"Manzoor Pashteen and his peaceful protest movement have accused the security forces of extrajudicial killings. Now, he may face charges of conspiring against the state.",article,News,,"['Minorities', 'Pashtun (Ethnic Group)']",world
2020-01-27,https://www.nytimes.com/interactive/2020/01/27/learning/Turkey-Geography-Quiz.html,How Much Do You Know About Turkey?,Can you find Turkey on a map? What else do you know about this Middle Eastern nation with about 84 million people?,multimedia,Interactive Feature,,[],learning
2020-01-27,https://www.nytimes.com/2020/01/27/world/middleeast/baghdad-iraq-rocket.html,U.S. Embassy in Baghdad Is Hit by Mortars,"For the second time in a week, shelling targeted the American Embassy in Baghdad. The Iraqi government promised a strong response.",article,News,,"['Diplomatic Service, Embassies and Consulates', 'United States Defense and Military Forces', 'United States International Relations']",world
2020-01-27,https://www.nytimes.com/2020/01/27/briefing/john-bolton-kobe-bryant-grammy-awards.html,"John Bolton, Kobe Bryant, Grammy Awards: Your Monday Briefing",Here's what you need to know.,article,briefing,,[],briefing
2020-01-27,https://www.nytimes.com/2020/01/27/nyregion/weinstein-trial-recap.html,Harvey Weinstein on Trial: What’s Happened So Far,"The actresses Annabella Sciorra and Rosie Perez testified at the proceeding, and prosecutors offered tawdry details about what they said were assaults on women.",article,briefing,,"['Bald Eagles', '#MeToo Movement', 'Sex Crimes', 'Women and Girls', 'Endangered and Extinct Species', 'ACTORS AND ACTRESSES', 'Birdwatching']",nyregion
2020-01-27,https://www.nytimes.com/2020/01/27/world/asia/afghanistan-plane-crash-ariana.html,"U.S. Military Plane Crashed in Afghanistan, Officials Confirm","After hours of confusion, the United States military said there was no indication that enemy fire had caused the aircraft to crash in Taliban territory.",article,News,,"['Aviation Accidents, Safety and Disasters']",world
2020-01-27,https://www.nytimes.com/2020/01/27/podcasts/the-daily/football.html,A Small Town’s Fight Over America’s Biggest Sport,"Is football safe for kids to play? The debate in Marshall, Texas, reflects a broader dialogue about the dangers of playing the game.",article,News,,['Football'],podcasts
2020-01-27,https://www.nytimes.com/2020/01/27/fashion/weddings/Unhitched-couple-is-pulled-apart-by-addiction.html,Pulled Apart by Addiction,Eli Falk and Rina Shapiro say expectations from their upbringing and Jewish communities caused them to marry prematurely.,article,News,,"['Marriages', 'Jews and Judaism', 'Dating and Relationships', 'Divorce, Separations and Annulments', 'Alcohol Abuse']",fashion
2020-01-27,https://www.nytimes.com/2020/01/27/us/politics/on-politics-iowa-bolton-sanders-biden.html,On Politics: Our New Morning Tip Sheet,"Welcome to our new morning newsletter. Today: Iowa countdown, our Bolton scoop, a big endorsement and more.",article,News,,['Presidential Election of 2020'],politics
2020-01-27,https://www.nytimes.com/2020/01/27/business/dealbook/kobe-bryant-business.html,Kobe Bryant’s Death Cuts Short a Budding Business Career,The N.B.A. great was known for his feats on the court. But he had also been building a reputation as an investor and entrepreneur.,article,News,,[],business
2020-01-27,https://www.nytimes.com/2020/01/27/business/stock-market-today.html,Stocks Have Worst Day Since October Over Coronavirus Worries,U.S. stocks followed European markets down amid concerns that the coronavirus could hurt the global economy.,article,News,,"['Futures and Options Trading', 'Coronavirus (2019-nCoV)', 'Stocks and Bonds', 'Oil (Petroleum) and Gasoline', ""Standard & Poor's 500-Stock Index""]",business
2020-01-27,https://www.nytimes.com/2020/01/27/opinion/american-dirt-book.html,‘American Dirt’ Is Proof the Publishing Industry Is Broken,The clumsy high-profile rollout of the polarizing novel points to a larger issue concerning how new books are promoted.,article,Op-Ed,,"['Books and Literature', 'Libraries and Librarians', 'Writing and Writers', 'Book Clubs', 'Book Trade and Publishing', 'Hispanic-Americans']",opinion
2020-01-27,https://www.nytimes.com/2020/01/27/us/south-dakota-transgender.html,Doctors Could Face Criminal Charges for Treating Transgender Teens,"In South Dakota and other states, lawmakers are considering bills that would restrict access to hormone treatment and surgeries for young transgender people.",article,News,,"['Law and Legislation', 'Teenagers and Adolescence', 'Transgender and Transsexuals']",us
2020-01-27,https://www.nytimes.com/2020/01/27/sports/tennis/nadal-kyrgios-australian-open.html,"Showing Rare Focus, Nick Kyrgios Still Falls to Rafael Nadal","Kyrgios seemed more motivated than ever at this Australian Open, but it was not enough to overcome a typically dogged performance from the top-seeded Nadal.",article,News,,"['Tennis', 'Australian Open (Tennis)']",sports
2020-01-27,https://www.nytimes.com/2020/01/27/us/politics/john-bolton-trump.html,"John Bolton’s Account Upends Trump’s Denials, but Will It Upend Trump?",A president who has survived one revelation after another the last three years now faces perhaps the most serious disclosure of his political career at the very moment he is on trial in the Senate.,article,News,,"['Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']",politics
2020-01-27,https://www.nytimes.com/2020/01/27/fashion/billie-eilish-grammys.html,Billie Eilish Didn’t Just Win Five Grammys,She won the red carpet too.,article,News,,"['Grammy Awards', 'Pop and Rock Music', 'Fashion and Apparel', 'your-feed-fashion']",fashion
2020-01-27,https://www.nytimes.com/2020/01/27/us/kobe-bryant-la-california.html,‘Kobe Was Our King’: L.A. Unites in Grief,Monday: Fans across Southern California mourned Kobe Bryant.,article,briefing,,"['Aviation Accidents, Safety and Disasters']",us
2020-01-27,https://www.nytimes.com/2020/01/27/opinion/iowa-new-hampshire-primary.html,The Trouble With Iowa,And how to fix the problem.,article,Op-Ed,,"['Primaries and Caucuses', 'States (US)', 'United States Politics and Government', 'Presidential Election of 2020', 'Rural Areas', 'Whites', 'Race and Ethnicity']",opinion
2020-01-27,https://www.nytimes.com/2020/01/27/us/politics/trump-bolton-twitter.html,Trump Denies Telling Bolton That Ukraine’s Aid Depended on Biden Investigations,"Hours after an article described an unpublished manuscript by his former national security adviser, President Trump rejected John Bolton’s account.",article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Presidential Election of 2020', 'United States Politics and Government', 'Impeachment']",politics
2020-01-27,https://www.nytimes.com/slideshow/2020/01/27/realestate/what-you-get-for-900000-in-california.html,"What You Get for $900,000 in California","A 1937 Spanish-style home in Los Angeles, a midcentury ranch in San Diego and a modern house built in 2019 in Santa Rosa.",multimedia,Slideshow,,['Real Estate and Housing (Residential)'],realestate
2020-01-27,https://www.nytimes.com/2020/01/27/realestate/900000-homes-in-california.html,"$900,000 Homes in California","A 1937 Spanish-style home in Los Angeles, a midcentury ranch in San Diego and a modern house built in 2019 in Santa Rosa.",article,News,,['Real Estate and Housing (Residential)'],realestate
2020-01-27,https://www.nytimes.com/2020/01/27/nyregion/climate-change-nj-environmental-rules.html,"With 130-Mile Coast, New Jersey Marks a First in Climate Change Fight","Builders will be forced to take climate change, including rising sea levels, into account to win government approval for projects.",article,News,,"['Land Use Policies', 'Greenhouse Gas Emissions', 'Regulation and Deregulation of Industry', 'Global Warming', 'Building (Construction)', 'Air Pollution', 'Floods', 'Environment', 'States (US)', 'Coastal Areas']",nyregion
2020-01-27,https://www.nytimes.com/2020/01/27/nyregion/harvey-weinstein-trial-mimi-haleyi.html,"Weinstein Trial: ‘I’m Being Raped,’ Recalls ‘Project Runway’ Assistant","Miriam Haley testified that Harvey Weinstein assaulted her, but defense lawyers said that emails showed an amicable relationship.",article,News,,"['#MeToo Movement', 'Sex Crimes', 'Sexual Harassment', 'Movies']",nyregion
2020-01-27,https://www.nytimes.com/2020/01/27/us/fire-jackson-county-park-scottsboro.html,"‘There’s Nothing Left’: An Inferno Tears Through Alabama Boat Dock, Killing 8","The fire tore through a wooden dock in Scottsboro, destroying dozens of boats and plunging survivors into the water.",article,News,,"['Boats and Boating', 'Fires and Firefighters', 'Houseboats', 'Deaths (Fatalities)']",us
2020-01-27,https://www.nytimes.com/2020/01/27/sports/kobe-bryant-death.html,Pilot Was Trying to Fly Higher Before Crash That Killed Kobe Bryant,"Bryant, 41, was traveling with his 13-year-old daughter to his youth basketball academy when they and seven other people perished in the crash. The helicopter had been given special approval to fly around Burbank in foggy weather.",article,News,,"['Basketball', 'Aviation Accidents, Safety and Disasters', 'Deaths (Fatalities)']",sports
2020-01-27,https://www.nytimes.com/2020/01/27/us/politics/michael-bloomberg-donald-trump.html,"Bloomberg Is Taunting Trump, and Trump Is Taking the Bait","Once acquaintances as members of the wealthy Manhattan elite, Michael Bloomberg and President Trump have become bitter rivals. And a flurry of Bloomberg attack ads is angering the president.",article,News,,['Presidential Election of 2020'],politics
2020-01-27,https://www.nytimes.com/2020/01/27/us/who-died-helicopter-crash-kobe-altobelli-chester-zobayan-mauser.html,The 9 Victims of the Helicopter Crash That Killed Kobe Bryant,A college baseball coach. A pilot with years of experience. Young basketball players and their parents. Here is what we know about everyone on board.,article,News,,"['Aviation Accidents, Safety and Disasters']",us
2020-01-27,https://www.nytimes.com/2020/01/27/world/africa/libya-cease-fire-collapses.html,Cease-Fire in Libya Collapses Despite International Efforts,"Fighting has started anew and foreign shipments of arms have resumed, blasting apart attempts by world leaders to broker a truce.",article,News,,"['Defense and Military Forces', 'Politics and Government']",world
2020-01-27,https://www.nytimes.com/2020/01/27/arts/music/grammys-best-worst.html,The Best and Worst of the 2020 Grammy Awards,"Billie Eilish won big, Aerosmith and Run-D.M.C. made a glorious mess, and the show faced the challenge of having to respond quickly to Kobe Bryant’s death.",article,News,,"['Grammy Awards', 'Pop and Rock Music', 'Rap and Hip-Hop', 'Country Music']",arts
2020-01-27,https://www.nytimes.com/2020/01/27/arts/design/ceija-stojka-auschwitz-paintings.html,The Survivor of Auschwitz Who Painted a Forgotten Genocide,"Philosophers said the Holocaust defied representation, that art could not render its horrors. But Ceija Stojka made more than 1,000 incredible images of her ordeal, and the effort to exterminate the Roma.",article,News,,"['Art', 'Holocaust and the Nazi Era', 'Romani People']",arts
2020-01-27,https://www.nytimes.com/2020/01/27/technology/china-coronavirus-censorship-social-media.html,"As Virus Spreads, Anger Floods Chinese Social Media","The sheer volume of criticism of the government, and the sometimes clever ways that critics dodge censors, are testing Beijing’s ability to control the narrative.",article,News,,"['Coronavirus (2019-nCoV)', 'Politics and Government', 'Computers and the Internet', 'Social Media', 'Epidemics', 'Censorship', 'Polls and Public Opinion', 'Media']",technology
2020-01-27,https://www.nytimes.com/2020/01/27/dining/the-most-delicious-cold-candied-oranges.html,The Most Delicious Cold Candied Oranges,"Gabrielle Hamilton has a beautiful new recipe for fresh, firm seedless oranges poached in a light sugar syrup. Make it soon.",article,News,,['Cooking and Cookbooks'],dining
2020-01-27,https://www.nytimes.com/2020/01/27/well/live/access-to-care-may-explain-disparities-in-prostate-cancer-outcomes.html,Access to Care May Explain Disparities in Prostate Cancer Outcomes,Disparities in medical care may account for why African-American men with prostate cancer are almost twice as likely to die as white men with the disease.,article,News,,"['Black People', 'Blacks', 'Prostate Cancer', 'Race and Ethnicity', 'Prostate Gland']",well
2020-01-27,https://www.nytimes.com/2020/01/27/opinion/editorials/pete-buttigieg-endorsement-choice-podcast.html,When Pete Buttigieg Came to Visit,"The former South Bend mayor’s endorsement interview, and what the board had to say after he left the room.",article,Editorial,,"['Primaries and Caucuses', 'Podcasts', 'Presidential Election of 2020']",opinion
2020-01-27,https://www.nytimes.com/2020/01/27/opinion/impeachment-defense-trump.html,Don’t Be Confused by Trump’s Defense. What He Is Accused of Are Crimes.,Abuse of power and obstruction of Congress have long been considered criminal and merit impeachment.,article,Op-Ed,,"['Crime and Criminals', 'Law and Legislation', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Impeachment']",opinion
2020-01-27,https://www.nytimes.com/2020/01/27/crosswords/heck-neal-cassady-beat-kerouac-ginsberg.html,Who the Heck Is That?,A look at one of the entries from last week’s puzzles that stumped our solvers.,article,News,,['Crossword Puzzles'],crosswords
2020-01-27,https://www.nytimes.com/2020/01/27/nyregion/stephanie-parze-body-found.html,Stephanie Parze: Ex-Boyfriend Confessed to Her Killing in Suicide Note,Her remains were located three months after she was reported missing and two months after her ex-boyfriend died by suicide.,article,News,,"['Missing Persons', 'Murders, Attempted Murders and Homicides']",nyregion
2020-01-27,https://www.nytimes.com/interactive/2020/01/27/magazine/michael-strahan-interview.html,"Michael Strahan on Kelly Ripa, Colin Kaepernick and How to Fix the Giants",'Where’s the guy who inspires everybody to play better?',multimedia,Interactive Feature,,['Football'],magazine
2020-01-27,https://www.nytimes.com/2020/01/27/sports/kobe-bryant-fans.html,Why Kobe’s Death Means So Much to Us,Older Americans remember where they were when they learned about J.F.K.’s death. Now basketball fans have their own terrible moment.,article,News,,['Basketball'],sports
2020-01-27,https://www.nytimes.com/2020/01/27/well/live/9-11-workers-may-be-at-higher-cancer-risk.html,9/11 Workers May Be at Higher Cancer Risk,"Ground zero workers had higher rates of cancer, especially prostate and thyroid cancers and leukemia.",article,News,,"['World Trade Center (Manhattan, NY)', 'Cancer', 'Prostate Cancer', 'Thyroid Cancer', 'Leukemia']",well
2020-01-27,https://www.nytimes.com/2020/01/27/nyregion/jeffrey-epstein-prince-andrew.html,"Prince Andrew Offers ‘Zero Cooperation’ in Epstein Case, Prosecutor Says","The British royal said he would help American officials investigating  possible sex trafficking by Jeffrey Epstein’s associates, but so far he has ignored their requests.",article,News,,"['Sex Crimes', 'Child Abuse and Neglect', 'Prostitution', 'Human Trafficking']",nyregion
2020-01-27,https://www.nytimes.com/2020/01/27/business/media/kobe-bryant-washington-post-felicia-sonmez.html,Washington Post Suspends a Reporter After Her Tweets on Kobe Bryant,"While social media praised the N.B.A. star after his death, Felicia Sonmez posted a link to an article on the allegations of sexual assault made against him in 2003.",article,News,,"['Aviation Accidents, Safety and Disasters', '#MeToo Movement', 'Deaths (Fatalities)', 'Sex Crimes', 'Newspapers']",business
2020-01-27,https://www.nytimes.com/2020/01/27/world/asia/27china-coronavirus-health.html,‘What if We All Get Sick?’: Coronavirus Strains China’s Health System,"To fight the expanding outbreak, the country is relying on a medical system that is overburdened even in normal times.",article,News,,"['Politics and Government', 'Coronavirus (2019-nCoV)', 'Hospitals', 'Drugs (Pharmaceuticals)']",world
2020-01-27,https://www.nytimes.com/2020/01/27/books/newbery-new-kid-jerry-craft-caldecott-undefeated-kwame-alexander.html,Graphic Novel Wins Newbery Medal for the First Time,"“New Kid,” by Jerry Craft, won the children’s literature prize, while “The Undefeated,” written by Kwame Alexander and illustrated by Kadir Nelson, won the Caldecott Medal.",article,News,,"['Books and Literature', 'Awards, Decorations and Honors', 'Newbery Medal', 'Caldecott Medal', 'Book Trade and Publishing', 'Children and Childhood', 'Graphic Novels']",books
2020-01-27,https://www.nytimes.com/2020/01/27/arts/music/grammy-awards-review.html,A Big Night for the Grammys’ Rookie Class,A generation of superstars alienated by the awards has abandoned them. But their absence created room for something fresh: pop music’s youngest innovators.,article,News,,"['Grammy Awards', 'Pop and Rock Music', 'Rap and Hip-Hop']",arts
2020-01-27,https://www.nytimes.com/2020/01/27/arts/jason-polan-dead.html,"Jason Polan, Fast-Drawing Artist of the Offbeat, Dies at 37",His projects included a quixotic quest to sketch everyone in New York City.,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Art']",arts
2020-01-27,https://www.nytimes.com/2020/01/27/sports/tennis/australian-open-matches-monday-tuesday.html,Australian Open 2020: Matches to Watch on Monday Night (Into Tuesday),"The quarterfinals, starting on Tuesday in Australia, will be live for United States audiences starting Monday evening. Here’s what to watch for.",article,News,,"['Tennis', 'Australian Open (Tennis)']",sports
2020-01-27,https://www.nytimes.com/2020/01/27/world/europe/seamus-mallon-dead.html,"Seamus Mallon, Advocate for Peace in Northern Ireland, Dies at 83",Mr. Mallon spent his life campaigning for an end to killings and abuses by all sides in the conflict known as the Troubles.,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Politics and Government']",world
2020-01-27,https://www.nytimes.com/2020/01/27/business/gm-detroit-electric.html,G.M. Making Detroit Plant a Hub of Electric and A.V. Efforts,A factory whose survival was a central issue in last year’s 40-day strike will get a $2.2 billion infusion for next-generation vehicles.,article,News,,"['Automobiles', 'Factories and Manufacturing', 'Electric and Hybrid Vehicles', 'Driverless and Semiautonomous Vehicles', 'Strikes', 'Labor and Jobs']",business
